"Freq [GHz]","dB(ActiveS(1:1)) []"
3.29,-15.5344416754126
3.3,-16.2271065793625
3.31,-16.9656392282629
3.32,-17.7558417623671
3.33,-18.6045371991402
3.34,-19.5196791286122
3.35,-20.510328552633
3.36,-21.5862544276818
3.37,-22.7565692465012
3.38,-24.0259979228635
3.39,-25.3855754026801
3.4,-26.7913708067471
3.41,-28.1238290165406
3.42,-29.1441861552383
3.43,-29.5489475246068
3.44,-29.212028007153
3.45,-28.3261305135277
3.46,-27.1952127431289
3.47,-26.02840238741
3.48,-24.92265064754
3.49,-23.9106477830704
3.5,-22.9966896985662
3.51,-22.1743653130033
3.52,-21.4341054566698
3.53,-20.7661562250347
3.54,-20.1616310674708
3.55,-19.6127861304821
3.56,-19.1129973188827
3.57,-18.6566362846898
3.58,-18.238924732845
3.59,-17.8557970995099
3.6,-17.5037811686131
3.61,-17.1798979427177
3.62,-16.8815790355465
3.63,-16.6065989833577
3.64,-16.3530198741549
3.65,-16.1191460047701
3.66,-15.9034866595266
3.67,-15.7047254669608
3.68,-15.5216951016021
3.69,-15.3533563507399
3.7,-15.1987807661735
3.71,-15.0571362759144
3.72,-14.927675248763
3.73,-14.809724592857
3.74,-14.7026775339445
3.75,-14.6059867655701
3.76,-14.5191586960739
3.77,-14.4417485401864
3.78,-14.37335601939
3.79,-14.3136214480713
3.8,-14.2622219943209
3.81,-14.2188679172395
3.82,-14.1832985985805
3.83,-14.1552782069956
3.84,-14.1345908592224
3.85,-14.1210351751873
3.86,-14.1144181638954
3.87,-14.1145484246346
3.88,-14.1212287036262
3.89,-14.1342479095726
3.9,-14.1533727615478
3.91,-14.1783393171115
3.92,-14.2088447034426
3.93,-14.2445394435246
3.94,-14.2850208244909
3.95,-14.3298277856692
3.96,-14.3784377983319
3.97,-14.4302661575627
3.98,-14.4846680028171
3.99,-14.5409432284482
4,-14.5983442486347
4.01,-14.6560863624519
4.02,-14.7133602517403
4.03,-14.7693459675698
4.04,-14.8232276478082
4.05,-14.8742081760326
4.06,-14.9215230437853
4.07,-14.9644528015292
4.08,-15.0023336540008
4.09,-15.0345659425177
4.1,-15.0606204313733
4.11,-15.0800424567076
4.12,-15.0924540941469
4.13,-15.0975545566863
4.14,-15.0951190551023
4.15,-15.0849963514678
4.16,-15.0671052235533
4.17,-15.0414300424872
4.18,-15.008015652553
4.19,-14.9669617314401
4.2,-14.9184168003823
4.21,-14.8625720442956
4.22,-14.7996550903886
4.23,-14.7299238788786
4.24,-14.6536607415969
4.25,-14.5711667845987
4.26,-14.4827566510818
4.27,-14.3887537227438
4.28,-14.2894858025645
4.29,-14.1852813106502
4.3,-14.0764660171315
4.31,-13.9633603312951
4.32,-13.8462771625541
4.33,-13.7255203645184
4.34,-13.6013837661498
4.35,-13.4741507819102
4.36,-13.3440945746805
4.37,-13.2114787208536
4.38,-13.0765582975242
4.39,-12.939581279814
4.4,-12.8007901062318
4.41,-12.6604232468658
4.42,-12.5187165987118
4.43,-12.3759045392829
4.44,-12.2322204964232
4.45,-12.0878969382289
4.46,-11.9431647476639
4.47,-11.7982520139314
4.48,-11.6533823370303
4.49,-11.5087727934095
4.5,-11.3646317417431
4.51,-11.22115665503
4.52,-11.0785321493969
4.53,-10.9369283459758
4.54,-10.7964996572808
4.55,-10.6573840414624
4.56,-10.5197027235141
4.57,-10.3835603467101
4.58,-10.2490454926352
4.59,-10.1162314943242
4.6,-9.98517746287446
4.61,-9.85592945119355
4.62,-9.72852168680535
4.63,-9.60297781659165
4.64,-9.47931211818977
4.65,-9.35753064422419
4.66,-9.23763227586361
4.67,-9.11960967099727
4.68,-9.00345009954257
4.69,-8.88913616412507
4.7,-8.77664640879895
4.71,-8.66595582181594
4.72,-8.55703624090607
4.73,-8.44985667128772
4.74,-8.34438352782014
4.75,-8.24058081346831
4.76,-8.13841024665879
4.77,-8.03783135023463
4.78,-7.93880151462417
4.79,-7.84127604755644
4.8,-7.74520822220871
4.81,-7.65054933506023
4.82,-7.5572487839361
4.83,-7.46525417572111
4.84,-7.37451147196063
4.85,-7.28496517899436
4.86,-7.19655858735249
4.87,-7.10923406287363
4.88,-7.02293338941548
4.89,-6.9375981602139
4.9,-6.85317021204714
4.91,-6.76959209356771
4.92,-6.68680755667552
4.93,-6.60476205780735
4.94,-6.5234032546367
4.95,-6.44268148296169
4.96,-6.36255019844875
4.97,-6.2829663682452
4.98,-6.20389079803687
4.99,-6.12528838061343
5,-6.04712825209051
