"Freq [GHz]","dB(ActiveS(4:1)) []"
4.49,-5.70799056876324
4.5,-5.72198125452312
4.51,-5.74250512569538
4.52,-5.76936115941947
4.53,-5.80237109819882
4.54,-5.84137824595214
4.55,-5.8862463759994
4.56,-5.93685871027225
4.57,-5.99311693863964
4.58,-6.05494025616983
4.59,-6.12226440419316
4.6,-6.19504070796342
4.61,-6.27323510935405
4.62,-6.35682719725069
4.63,-6.4458092410747
4.64,-6.54018523423727
4.65,-6.63996995439359
4.66,-6.74518804630338
4.67,-6.85587313109977
4.68,-6.97206694302243
4.69,-7.09381849137037
4.7,-7.2211832417379
4.71,-7.35422230664899
4.72,-7.49300163159171
4.73,-7.63759115823402
4.74,-7.78806394229402
4.75,-7.94449519912307
4.76,-8.10696124548838
4.77,-8.27553830123305
4.78,-8.45030110933309
4.79,-8.63132132722926
4.8,-8.81866563602662
4.81,-9.01239350704676
4.82,-9.2125545570917
4.83,-9.41918541443214
4.84,-9.63230600677151
4.85,-9.85191517010305
4.86,-10.0779854634014
4.87,-10.310457058571
4.88,-10.5492305584219
4.89,-10.7941585785717
4.9,-11.045035913828
4.91,-11.30158809875
4.92,-11.5634581705159
4.93,-11.8301914572201
4.94,-12.1012182569066
4.95,-12.375834356761
4.96,-12.6531794873561
4.97,-12.9322140377212
4.98,-13.211694700391
4.99,-13.490150197808
5,-13.7658588801085
