"Freq [GHz]","dB(ActiveS(1:1)) []"
3.7,-5.78105915659203
3.71,-5.78456418822755
3.72,-5.7929360771674
3.73,-5.80660614045234
3.74,-5.82604343664663
3.75,-5.85175908441765
3.76,-5.88431069523425
3.77,-5.9243069378541
3.78,-5.97241226317866
3.79,-6.0293518309624
3.8,-6.09591669487237
3.81,-6.17296931971622
3.82,-6.2614495247031
3.83,-6.36238097013635
3.84,-6.47687833325769
3.85,-6.60615535415049
3.86,-6.75153397785278
3.87,-6.91445487884515
3.88,-7.09648973565209
3.89,-7.29935573599704
3.9,-7.52493295005662
3.91,-7.77528542909298
3.92,-8.05268719399664
3.93,-8.35965470710593
3.94,-8.69898801807189
3.95,-9.07382360627497
3.96,-9.48770310200973
3.97,-9.94466369176622
3.98,-10.4493582967145
3.99,-11.0072168423403
4,-11.6246645030342
4.01,-12.309419181647
4.02,-13.0708990082764
4.03,-13.9207806290811
4.04,-14.8737556377097
4.05,-15.9485157230709
4.06,-17.1688836991414
4.07,-18.5645322927191
4.08,-20.168916927026
4.09,-22.0052555382366
4.1,-24.0275529470032
4.11,-25.9295436014383
4.12,-26.8793237950993
4.13,-26.2024015105223
4.14,-24.525804285633
4.15,-22.7013363810967
4.16,-21.0540301325991
4.17,-19.6353321339421
4.18,-18.4225584916295
4.19,-17.3815671119034
4.2,-16.4818267522878
4.21,-15.6987507097637
4.22,-15.0130354927061
4.23,-14.4095328874765
4.24,-13.8762545365377
4.25,-13.4036023816532
4.26,-12.9837967856659
4.27,-12.6104553557674
4.28,-12.2782817255903
4.29,-11.9828335953475
4.3,-11.7203479554475
4.31,-11.4876078543259
4.32,-11.281839644069
4.33,-11.1006328349066
4.34,-10.941876921795
4.35,-10.8037111131437
4.36,-10.6844840012716
4.37,-10.5827210072136
4.38,-10.4970980032595
4.39,-10.4264199279335
4.4,-10.3696035022144
4.41,-10.3256633617868
4.42,-10.2937010593211
4.43,-10.2728964802493
4.44,-10.262501270062
4.45,-10.2618339042681
4.46,-10.2702760557687
4.47,-10.2872699381571
4.48,-10.3123163338404
4.49,-10.3449730556472
4.5,-10.3848536388853
4.51,-10.4316261140265
4.52,-10.4850117632778
4.53,-10.5447838122427
4.54,-10.6107660468907
4.55,-10.6828313742282
4.56,-10.7609003624168
4.57,-10.844939804188
4.58,-10.9349613487304
4.59,-11.0310202444991
4.6,-11.1332142311
4.61,-11.241682614442
4.62,-11.3566055569844
4.63,-11.478203614802
4.64,-11.6067375555419
4.65,-11.7425084960945
4.66,-11.8858584057541
4.67,-12.0371710296698
4.68,-12.196873298456
4.69,-12.3654373031592
4.7,-12.5433829308108
4.71,-12.7312812753363
4.72,-12.929758962789
4.73,-13.1395035603707
4.74,-13.3612702777296
4.75,-13.5958902196216
4.76,-13.844280515342
4.77,-14.1074567381008
4.78,-14.3865481447115
4.79,-14.682816423896
4.8,-14.9976788563958
4.81,-15.3327370856162
4.82,-15.6898131088119
4.83,-16.0709946788998
4.84,-16.4786931374028
4.85,-16.9157179078964
4.86,-17.3853736722007
4.87,-17.8915889664447
4.88,-18.4390891416364
4.89,-19.033633325707
4.9,-19.6823459844478
4.91,-20.3941922348253
4.92,-21.1806786963595
4.93,-22.0569216348024
4.94,-23.0433402002068
4.95,-24.1684713924539
4.96,-25.4739330607412
4.97,-27.0238502347424
4.98,-28.9245922968277
4.99,-31.3719979820777
5,-34.7884223416629
