"Freq [GHz]","dB(ActiveS(4:1)) []"
3.36,-10.0197018455361
3.37,-9.92598716324591
3.38,-9.8449365182273
3.39,-9.77594660384987
3.4,-9.71848332407767
3.41,-9.67207401800255
3.42,-9.63630046592098
3.43,-9.61079253910283
3.44,-9.59522238604767
3.45,-9.58929907621744
3.46,-9.5927636483112
3.47,-9.60538453392646
3.48,-9.62695334838754
3.49,-9.65728105787814
3.5,-9.69619454503615
3.51,-9.74353360322504
3.52,-9.79914839241957
3.53,-9.86289738700065
3.54,-9.93464583807774
3.55,-10.0142647609232
3.56,-10.1016304426591
3.57,-10.1966244476141
3.58,-10.299134078961
3.59,-10.409053236533
3.6,-10.5262835931468
3.61,-10.6507359962338
3.62,-10.7823319887743
3.63,-10.9210053339088
3.64,-11.0667034213987
3.65,-11.2193884313254
3.66,-11.3790381307991
3.67,-11.5456461824808
3.68,-11.7192218485919
3.69,-11.8997889795955
3.7,-12.0873841812699
3.71,-12.2820540551687
3.72,-12.4838514022895
3.73,-12.6928302634621
3.74,-12.9090396353867
3.75,-13.1325156372507
3.76,-13.3632717917922
3.77,-13.6012868991122
3.78,-13.8464896808975
3.79,-14.098738903449
3.8,-14.3577969978674
3.81,-14.6232942887928
3.82,-14.8946800305585
3.83,-15.1711562919431
3.84,-15.4515932434823
3.85,-15.7344332821205
3.86,-16.0176114295465
3.87,-16.2985508061771
3.88,-16.574316830747
3.89,-16.8419849218103
3.9,-17.0991489457121
3.91,-17.3443267688279
3.92,-17.5769970047761
3.93,-17.7972395619481
3.94,-18.0052440923729
3.95,-18.2009911285677
3.96,-18.3842104803966
3.97,-18.5545276257417
3.98,-18.7116578677297
3.99,-18.8555545674498
4,-18.9864783268276
4.01,-19.1049916831458
4.02,-19.2118990126436
4.03,-19.3081539162757
4.04,-19.3947536967907
4.05,-19.4726361546989
4.06,-19.5425892878121
4.07,-19.6051802377117
4.08,-19.6607063482412
4.09,-19.7091686527687
4.1,-19.7502664772836
4.11,-19.7834109814735
4.12,-19.80775512411
4.13,-19.822237479683
4.14,-19.8256373322438
4.15,-19.8166383799079
4.16,-19.7938981345662
4.17,-19.756119719392
4.18,-19.7021223527692
4.19,-19.6309065149013
4.2,-19.5417097887511
4.21,-19.434049779844
4.22,-19.3077513968198
4.23,-19.1629570528179
4.24,-19.0001198559518
4.25,-18.8199813543783
4.26,-18.6235366370119
4.27,-18.4119903669696
4.28,-18.1867075417762
4.29,-17.9491624506535
4.3,-17.7008885757618
4.31,-17.4434313335946
4.32,-17.1783049839257
4.33,-16.9069551848051
4.34,-16.6307295975084
4.35,-16.3508596999337
4.36,-16.0684557659428
4.37,-15.784513150999
4.38,-15.4999240366662
4.39,-15.2154882808794
4.4,-14.9319203544157
4.41,-14.6498531607662
4.42,-14.3698410316399
4.43,-14.0923635387162
4.44,-13.8178305562812
4.45,-13.5465882581912
4.46,-13.2789255363523
4.47,-13.0150804224754
4.48,-12.7552462547222
4.49,-12.4995774577036
4.5,-12.2481948811772
4.51,-12.0011906823035
4.52,-11.75863275412
4.53,-11.5205687099597
4.54,-11.2870294360061
4.55,-11.058032225095
4.56,-10.8335835056615
4.57,-10.6136811810234
4.58,-10.3983165962366
4.59,-10.1874761525339
4.6,-9.98114259268555
4.61,-9.77929598418854
4.62,-9.58191443063975
4.63,-9.38897454460484
4.64,-9.20045171747303
4.65,-9.01632022297021
4.66,-8.8365531910981
4.67,-8.66112248827816
4.68,-8.48999853749495
4.69,-8.3231501094016
4.7,-8.16054411185111
4.71,-8.00214540133792
4.72,-7.84791663555569
4.73,-7.6978181818614
4.74,-7.55180809201394
4.75,-7.40984214923548
4.76,-7.27187398950864
4.77,-7.13785529512996
4.78,-7.00773605494023
4.79,-6.88146488238512
4.8,-6.75898937966778
4.81,-6.64025653379041
4.82,-6.52521312831087
4.83,-6.41380615324602
4.84,-6.30598319483678
4.85,-6.2016927869642
4.86,-6.10088470698289
4.87,-6.00351020071535
4.88,-5.90952212438255
4.89,-5.81887499532188
4.9,-5.73152494835482
4.91,-5.64742960038881
4.92,-5.56654783191999
4.93,-5.48883950007196
4.94,-5.41426510310639
4.95,-5.34278542038796
4.96,-5.27436115404875
4.97,-5.208952598685
4.98,-5.14651936316778
4.99,-5.08702016417194
5,-5.03041270473545
