Phi[deg],Theta[deg],dB(GainTotal)
-133,-179,-6.32619
-132,-179,-6.32903
-131,-179,-6.33181
-130,-179,-6.33453
-129,-179,-6.3372
-128,-179,-6.3398
-127,-179,-6.34235
-126,-179,-6.34483
-125,-179,-6.34726
-124,-179,-6.34961
-123,-179,-6.35191
-122,-179,-6.35414
-121,-179,-6.35631
-120,-179,-6.35841
-119,-179,-6.36044
-118,-179,-6.3624
-117,-179,-6.3643
-116,-179,-6.36612
-115,-179,-6.36788
-114,-179,-6.36957
-113,-179,-6.37118
-112,-179,-6.37272
-111,-179,-6.3742
-110,-179,-6.37559
-109,-179,-6.37692
-108,-179,-6.37817
-107,-179,-6.37934
-106,-179,-6.38045
-105,-179,-6.38147
-104,-179,-6.38242
-103,-179,-6.3833
-102,-179,-6.3841
-101,-179,-6.38482
-100,-179,-6.38546
-99,-179,-6.38603
-98,-179,-6.38652
-97,-179,-6.38693
-96,-179,-6.38727
-95,-179,-6.38753
-94,-179,-6.38771
-93,-179,-6.38781
-92,-179,-6.38783
-91,-179,-6.38778
-90,-179,-6.38764
-89,-179,-6.38743
-88,-179,-6.38714
-87,-179,-6.38678
-86,-179,-6.38633
-85,-179,-6.38581
-84,-179,-6.38521
-83,-179,-6.38453
-82,-179,-6.38378
-81,-179,-6.38295
-80,-179,-6.38204
-79,-179,-6.38106
-78,-179,-6.38
-77,-179,-6.37887
-76,-179,-6.37766
-75,-179,-6.37637
-74,-179,-6.37502
-73,-179,-6.37358
-72,-179,-6.37208
-71,-179,-6.3705
-70,-179,-6.36885
-69,-179,-6.36713
-68,-179,-6.36534
-67,-179,-6.36348
-66,-179,-6.36155
-65,-179,-6.35955
-64,-179,-6.35748
-63,-179,-6.35535
-62,-179,-6.35315
-61,-179,-6.35088
-60,-179,-6.34855
-59,-179,-6.34615
-58,-179,-6.34369
-57,-179,-6.34117
-56,-179,-6.33859
-55,-179,-6.33594
-54,-179,-6.33324
-53,-179,-6.33048
-52,-179,-6.32766
-51,-179,-6.32478
-50,-179,-6.32185
-49,-179,-6.31887
-48,-179,-6.31583
-47,-179,-6.31273
-46,-179,-6.30959
-45,-179,-6.30639
-44,-179,-6.30315
-43,-179,-6.29986
-42,-179,-6.29652
-41,-179,-6.29314
-40,-179,-6.28971
-39,-179,-6.28623
-38,-179,-6.28272
-37,-179,-6.27916
-36,-179,-6.27557
-35,-179,-6.27193
-34,-179,-6.26826
-33,-179,-6.26455
-32,-179,-6.26081
-31,-179,-6.25703
-30,-179,-6.25322
-29,-179,-6.24938
-28,-179,-6.24551
-27,-179,-6.24161
-26,-179,-6.23769
-25,-179,-6.23374
-24,-179,-6.22976
-23,-179,-6.22576
-22,-179,-6.22174
-21,-179,-6.21769
-20,-179,-6.21363
-19,-179,-6.20955
-18,-179,-6.20545
-17,-179,-6.20134
-16,-179,-6.19721
-15,-179,-6.19307
-14,-179,-6.18892
-13,-179,-6.18476
-12,-179,-6.18059
-11,-179,-6.17641
-10,-179,-6.17223
-9,-179,-6.16804
-8,-179,-6.16385
-7,-179,-6.15965
-6,-179,-6.15546
-5,-179,-6.15126
-4,-179,-6.14707
-3,-179,-6.14288
-2,-179,-6.13869
-1,-179,-6.13451
0,-179,-6.13033
1,-179,-6.12616
2,-179,-6.12201
3,-179,-6.11786
4,-179,-6.11372
5,-179,-6.1096
6,-179,-6.10549
7,-179,-6.1014
8,-179,-6.09732
9,-179,-6.09326
10,-179,-6.08922
11,-179,-6.0852
12,-179,-6.0812
13,-179,-6.07723
14,-179,-6.07328
15,-179,-6.06935
16,-179,-6.06545
17,-179,-6.06157
18,-179,-6.05773
19,-179,-6.05391
20,-179,-6.05012
21,-179,-6.04637
22,-179,-6.04264
23,-179,-6.03895
24,-179,-6.0353
25,-179,-6.03168
26,-179,-6.02809
27,-179,-6.02455
28,-179,-6.02104
29,-179,-6.01757
30,-179,-6.01414
31,-179,-6.01076
32,-179,-6.00741
33,-179,-6.00411
34,-179,-6.00086
35,-179,-5.99764
36,-179,-5.99448
37,-179,-5.99136
38,-179,-5.98828
39,-179,-5.98526
40,-179,-5.98229
41,-179,-5.97936
42,-179,-5.97649
43,-179,-5.97366
44,-179,-5.97089
45,-179,-5.96817
46,-179,-5.96551
47,-179,-5.9629
48,-179,-5.96034
49,-179,-5.95784
50,-179,-5.9554
51,-179,-5.95301
52,-179,-5.95068
53,-179,-5.94841
54,-179,-5.9462
55,-179,-5.94404
56,-179,-5.94195
57,-179,-5.93991
58,-179,-5.93794
59,-179,-5.93603
60,-179,-5.93418
61,-179,-5.93239
62,-179,-5.93067
63,-179,-5.929
64,-179,-5.92741
65,-179,-5.92587
66,-179,-5.9244
67,-179,-5.92299
68,-179,-5.92165
69,-179,-5.92038
70,-179,-5.91917
71,-179,-5.91802
72,-179,-5.91694
73,-179,-5.91593
74,-179,-5.91498
75,-179,-5.91411
76,-179,-5.91329
77,-179,-5.91255
78,-179,-5.91187
79,-179,-5.91126
80,-179,-5.91072
81,-179,-5.91025
82,-179,-5.90984
83,-179,-5.90951
84,-179,-5.90924
85,-179,-5.90904
86,-179,-5.9089
87,-179,-5.90884
88,-179,-5.90884
89,-179,-5.90891
90,-179,-5.90905
91,-179,-5.90926
92,-179,-5.90954
93,-179,-5.90988
94,-179,-5.91029
95,-179,-5.91077
96,-179,-5.91132
97,-179,-5.91194
98,-179,-5.91262
99,-179,-5.91337
100,-179,-5.91418
101,-179,-5.91507
102,-179,-5.91602
103,-179,-5.91703
104,-179,-5.91812
105,-179,-5.91926
106,-179,-5.92048
107,-179,-5.92176
108,-179,-5.9231
109,-179,-5.92451
110,-179,-5.92598
111,-179,-5.92752
112,-179,-5.92912
113,-179,-5.93078
114,-179,-5.9325
115,-179,-5.93429
116,-179,-5.93614
117,-179,-5.93805
118,-179,-5.94002
119,-179,-5.94205
120,-179,-5.94414
121,-179,-5.94629
122,-179,-5.9485
123,-179,-5.95076
124,-179,-5.95308
125,-179,-5.95546
126,-179,-5.9579
127,-179,-5.96039
128,-179,-5.96294
129,-179,-5.96554
130,-179,-5.96819
131,-179,-5.9709
132,-179,-5.97366
133,-179,-5.97647
134,-179,-5.97933
135,-179,-5.98224
136,-179,-5.9852
137,-179,-5.98821
138,-179,-5.99127
139,-179,-5.99437
140,-179,-5.99752
141,-179,-6.00072
142,-179,-6.00396
143,-179,-6.00724
144,-179,-6.01056
145,-179,-6.01393
146,-179,-6.01734
147,-179,-6.02078
148,-179,-6.02427
149,-179,-6.02779
150,-179,-6.03135
151,-179,-6.03495
152,-179,-6.03858
153,-179,-6.04225
154,-179,-6.04595
155,-179,-6.04968
156,-179,-6.05344
157,-179,-6.05723
158,-179,-6.06105
159,-179,-6.0649
160,-179,-6.06878
161,-179,-6.07268
162,-179,-6.0766
163,-179,-6.08055
164,-179,-6.08452
165,-179,-6.08852
166,-179,-6.09253
167,-179,-6.09656
168,-179,-6.10061
169,-179,-6.10467
170,-179,-6.10875
171,-179,-6.11285
172,-179,-6.11696
173,-179,-6.12108
174,-179,-6.12521
175,-179,-6.12935
176,-179,-6.1335
177,-179,-6.13765
178,-179,-6.14181
179,-179,-6.14598
180,-179,-6.15014
-180,-178,-6.16216
-179,-178,-6.17048
-178,-178,-6.17881
-177,-178,-6.18715
-176,-178,-6.1955
-175,-178,-6.20385
-174,-178,-6.2122
-173,-178,-6.22055
-172,-178,-6.2289
-171,-178,-6.23724
-170,-178,-6.24557
-169,-178,-6.25388
-168,-178,-6.26219
-167,-178,-6.27048
-166,-178,-6.27874
-165,-178,-6.28699
-164,-178,-6.29521
-163,-178,-6.3034
-162,-178,-6.31157
-161,-178,-6.31969
-160,-178,-6.32779
-159,-178,-6.33584
-158,-178,-6.34386
-157,-178,-6.35182
-156,-178,-6.35975
-155,-178,-6.36762
-154,-178,-6.37544
-153,-178,-6.3832
-152,-178,-6.39091
-151,-178,-6.39856
-150,-178,-6.40614
-149,-178,-6.41366
-148,-178,-6.42111
-147,-178,-6.42849
-146,-178,-6.43579
-145,-178,-6.44301
-144,-178,-6.45016
-143,-178,-6.45722
-142,-178,-6.4642
-141,-178,-6.47109
-140,-178,-6.47789
-139,-178,-6.4846
-138,-178,-6.49122
-137,-178,-6.49773
-136,-178,-6.50414
-135,-178,-6.51045
-134,-178,-6.51666
-133,-178,-6.52275
-132,-178,-6.52874
-131,-178,-6.53461
-130,-178,-6.54037
-129,-178,-6.54601
-128,-178,-6.55153
-127,-178,-6.55693
-126,-178,-6.5622
-125,-178,-6.56735
-124,-178,-6.57236
-123,-178,-6.57725
-122,-178,-6.582
-121,-178,-6.58662
-120,-178,-6.5911
-119,-178,-6.59544
-118,-178,-6.59965
-117,-178,-6.6037
-116,-178,-6.60762
-115,-178,-6.61139
-114,-178,-6.61501
-113,-178,-6.61848
-112,-178,-6.6218
-111,-178,-6.62496
-110,-178,-6.62798
-109,-178,-6.63083
-108,-178,-6.63354
-107,-178,-6.63608
-106,-178,-6.63847
-105,-178,-6.64069
-104,-178,-6.64275
-103,-178,-6.64466
-102,-178,-6.6464
-101,-178,-6.64797
-100,-178,-6.64938
-99,-178,-6.65063
-98,-178,-6.65171
-97,-178,-6.65263
-96,-178,-6.65337
-95,-178,-6.65395
-94,-178,-6.65437
-93,-178,-6.65461
-92,-178,-6.65469
-91,-178,-6.6546
-90,-178,-6.65434
-89,-178,-6.65392
-88,-178,-6.65333
-87,-178,-6.65257
-86,-178,-6.65164
-85,-178,-6.65055
-84,-178,-6.64928
-83,-178,-6.64786
-82,-178,-6.64627
-81,-178,-6.64451
-80,-178,-6.64259
-79,-178,-6.64051
-78,-178,-6.63826
-77,-178,-6.63586
-76,-178,-6.63329
-75,-178,-6.63056
-74,-178,-6.62768
-73,-178,-6.62464
-72,-178,-6.62144
-71,-178,-6.61809
-70,-178,-6.61459
-69,-178,-6.61094
-68,-178,-6.60713
-67,-178,-6.60318
-66,-178,-6.59908
-65,-178,-6.59484
-64,-178,-6.59046
-63,-178,-6.58593
-62,-178,-6.58126
-61,-178,-6.57646
-60,-178,-6.57152
-59,-178,-6.56645
-58,-178,-6.56125
-57,-178,-6.55592
-56,-178,-6.55046
-55,-178,-6.54487
-54,-178,-6.53917
-53,-178,-6.53334
-52,-178,-6.5274
-51,-178,-6.52134
-50,-178,-6.51517
-49,-178,-6.50889
-48,-178,-6.5025
-47,-178,-6.49601
-46,-178,-6.48941
-45,-178,-6.48272
-44,-178,-6.47592
-43,-178,-6.46903
-42,-178,-6.46205
-41,-178,-6.45498
-40,-178,-6.44783
-39,-178,-6.44058
-38,-178,-6.43326
-37,-178,-6.42586
-36,-178,-6.41839
-35,-178,-6.41084
-34,-178,-6.40322
-33,-178,-6.39553
-32,-178,-6.38778
-31,-178,-6.37997
-30,-178,-6.3721
-29,-178,-6.36417
-28,-178,-6.35619
-27,-178,-6.34816
-26,-178,-6.34008
-25,-178,-6.33196
-24,-178,-6.32379
-23,-178,-6.31559
-22,-178,-6.30735
-21,-178,-6.29908
-20,-178,-6.29078
-19,-178,-6.28245
-18,-178,-6.27409
-17,-178,-6.26572
-16,-178,-6.25732
-15,-178,-6.24891
-14,-178,-6.24049
-13,-178,-6.23205
-12,-178,-6.22361
-11,-178,-6.21516
-10,-178,-6.2067
-9,-178,-6.19825
-8,-178,-6.1898
-7,-178,-6.18136
-6,-178,-6.17292
-5,-178,-6.1645
-4,-178,-6.15608
-3,-178,-6.14769
-2,-178,-6.13931
-1,-178,-6.13095
0,-178,-6.12261
1,-178,-6.1143
2,-178,-6.10602
3,-178,-6.09777
4,-178,-6.08955
5,-178,-6.08137
6,-178,-6.07323
7,-178,-6.06512
8,-178,-6.05706
9,-178,-6.04904
10,-178,-6.04107
11,-178,-6.03314
12,-178,-6.02527
13,-178,-6.01745
14,-178,-6.00969
15,-178,-6.00198
16,-178,-5.99433
17,-178,-5.98675
18,-178,-5.97922
19,-178,-5.97176
20,-178,-5.96437
21,-178,-5.95705
22,-178,-5.9498
23,-178,-5.94262
24,-178,-5.93552
25,-178,-5.92849
26,-178,-5.92155
27,-178,-5.91468
28,-178,-5.90789
29,-178,-5.90118
30,-178,-5.89456
31,-178,-5.88803
32,-178,-5.88159
33,-178,-5.87523
34,-178,-5.86896
35,-178,-5.86279
36,-178,-5.85671
37,-178,-5.85073
38,-178,-5.84484
39,-178,-5.83905
40,-178,-5.83336
41,-178,-5.82777
42,-178,-5.82228
43,-178,-5.81689
44,-178,-5.81161
45,-178,-5.80643
46,-178,-5.80136
47,-178,-5.7964
48,-178,-5.79155
49,-178,-5.7868
50,-178,-5.78217
51,-178,-5.77764
52,-178,-5.77323
53,-178,-5.76894
54,-178,-5.76475
55,-178,-5.76068
56,-178,-5.75673
57,-178,-5.7529
58,-178,-5.74918
59,-178,-5.74558
60,-178,-5.7421
61,-178,-5.73874
62,-178,-5.73549
63,-178,-5.73237
64,-178,-5.72938
65,-178,-5.7265
66,-178,-5.72375
67,-178,-5.72111
68,-178,-5.71861
69,-178,-5.71622
70,-178,-5.71397
71,-178,-5.71183
72,-178,-5.70983
73,-178,-5.70794
74,-178,-5.70619
75,-178,-5.70456
76,-178,-5.70305
77,-178,-5.70168
78,-178,-5.70043
79,-178,-5.69931
80,-178,-5.69831
81,-178,-5.69745
82,-178,-5.69671
83,-178,-5.6961
84,-178,-5.69561
85,-178,-5.69526
86,-178,-5.69503
87,-178,-5.69494
88,-178,-5.69496
89,-178,-5.69512
90,-178,-5.69541
91,-178,-5.69582
92,-178,-5.69636
93,-178,-5.69703
94,-178,-5.69783
95,-178,-5.69875
96,-178,-5.6998
97,-178,-5.70098
98,-178,-5.70228
99,-178,-5.70371
100,-178,-5.70527
101,-178,-5.70695
102,-178,-5.70875
103,-178,-5.71069
104,-178,-5.71274
105,-178,-5.71492
106,-178,-5.71722
107,-178,-5.71965
108,-178,-5.7222
109,-178,-5.72486
110,-178,-5.72766
111,-178,-5.73057
112,-178,-5.7336
113,-178,-5.73675
114,-178,-5.74002
115,-178,-5.74341
116,-178,-5.74691
117,-178,-5.75053
118,-178,-5.75427
119,-178,-5.75812
120,-178,-5.76209
121,-178,-5.76617
122,-178,-5.77036
123,-178,-5.77467
124,-178,-5.77908
125,-178,-5.7836
126,-178,-5.78824
127,-178,-5.79298
128,-178,-5.79782
129,-178,-5.80278
130,-178,-5.80783
131,-178,-5.813
132,-178,-5.81826
133,-178,-5.82362
134,-178,-5.82909
135,-178,-5.83465
136,-178,-5.84031
137,-178,-5.84607
138,-178,-5.85192
139,-178,-5.85786
140,-178,-5.8639
141,-178,-5.87003
142,-178,-5.87624
143,-178,-5.88255
144,-178,-5.88894
145,-178,-5.89542
146,-178,-5.90198
147,-178,-5.90862
148,-178,-5.91535
149,-178,-5.92215
150,-178,-5.92903
151,-178,-5.93598
152,-178,-5.94301
153,-178,-5.95011
154,-178,-5.95728
155,-178,-5.96452
156,-178,-5.97183
157,-178,-5.9792
158,-178,-5.98664
159,-178,-5.99414
160,-178,-6.00169
161,-178,-6.00931
162,-178,-6.01698
163,-178,-6.0247
164,-178,-6.03247
165,-178,-6.0403
166,-178,-6.04817
167,-178,-6.05609
168,-178,-6.06405
169,-178,-6.07205
170,-178,-6.08009
171,-178,-6.08817
172,-178,-6.09628
173,-178,-6.10443
174,-178,-6.1126
175,-178,-6.12081
176,-178,-6.12903
177,-178,-6.13729
178,-178,-6.14556
179,-178,-6.15385
180,-178,-6.16216
-180,-177,-6.17549
-179,-177,-6.18792
-178,-177,-6.20039
-177,-177,-6.21287
-176,-177,-6.22539
-175,-177,-6.23792
-174,-177,-6.25047
-173,-177,-6.26304
-172,-177,-6.27561
-171,-177,-6.28819
-170,-177,-6.30077
-169,-177,-6.31335
-168,-177,-6.32592
-167,-177,-6.33848
-166,-177,-6.35103
-165,-177,-6.36356
-164,-177,-6.37607
-163,-177,-6.38855
-162,-177,-6.401
-161,-177,-6.41341
-160,-177,-6.42579
-159,-177,-6.43812
-158,-177,-6.45041
-157,-177,-6.46264
-156,-177,-6.47482
-155,-177,-6.48693
-154,-177,-6.49898
-153,-177,-6.51097
-152,-177,-6.52287
-151,-177,-6.5347
-150,-177,-6.54644
-149,-177,-6.5581
-148,-177,-6.56967
-147,-177,-6.58114
-146,-177,-6.5925
-145,-177,-6.60376
-144,-177,-6.61491
-143,-177,-6.62595
-142,-177,-6.63687
-141,-177,-6.64766
-140,-177,-6.65832
-139,-177,-6.66885
-138,-177,-6.67925
-137,-177,-6.6895
-136,-177,-6.6996
-135,-177,-6.70956
-134,-177,-6.71935
-133,-177,-6.72899
-132,-177,-6.73847
-131,-177,-6.74777
-130,-177,-6.75691
-129,-177,-6.76587
-128,-177,-6.77464
-127,-177,-6.78323
-126,-177,-6.79163
-125,-177,-6.79984
-124,-177,-6.80785
-123,-177,-6.81566
-122,-177,-6.82327
-121,-177,-6.83067
-120,-177,-6.83785
-119,-177,-6.84482
-118,-177,-6.85157
-117,-177,-6.8581
-116,-177,-6.8644
-115,-177,-6.87047
-114,-177,-6.87631
-113,-177,-6.88192
-112,-177,-6.88728
-111,-177,-6.89241
-110,-177,-6.89729
-109,-177,-6.90192
-108,-177,-6.90631
-107,-177,-6.91045
-106,-177,-6.91433
-105,-177,-6.91795
-104,-177,-6.92132
-103,-177,-6.92443
-102,-177,-6.92728
-101,-177,-6.92987
-100,-177,-6.93219
-99,-177,-6.93424
-98,-177,-6.93603
-97,-177,-6.93755
-96,-177,-6.9388
-95,-177,-6.93979
-94,-177,-6.9405
-93,-177,-6.94094
-92,-177,-6.94111
-91,-177,-6.94101
-90,-177,-6.94064
-89,-177,-6.94
-88,-177,-6.93908
-87,-177,-6.9379
-86,-177,-6.93644
-85,-177,-6.93472
-84,-177,-6.93272
-83,-177,-6.93046
-82,-177,-6.92794
-81,-177,-6.92514
-80,-177,-6.92209
-79,-177,-6.91877
-78,-177,-6.91519
-77,-177,-6.91135
-76,-177,-6.90725
-75,-177,-6.9029
-74,-177,-6.89829
-73,-177,-6.89343
-72,-177,-6.88833
-71,-177,-6.88298
-70,-177,-6.87738
-69,-177,-6.87155
-68,-177,-6.86548
-67,-177,-6.85917
-66,-177,-6.85263
-65,-177,-6.84586
-64,-177,-6.83887
-63,-177,-6.83166
-62,-177,-6.82423
-61,-177,-6.81658
-60,-177,-6.80872
-59,-177,-6.80066
-58,-177,-6.79239
-57,-177,-6.78392
-56,-177,-6.77526
