Phi[deg],Theta[deg],dB(GainTotal)
64,-180,-11.273
65,-180,-11.273
66,-180,-11.273
67,-180,-11.273
68,-180,-11.273
69,-180,-11.273
70,-180,-11.273
71,-180,-11.273
72,-180,-11.273
73,-180,-11.273
74,-180,-11.273
75,-180,-11.273
76,-180,-11.273
77,-180,-11.273
78,-180,-11.273
79,-180,-11.273
80,-180,-11.273
81,-180,-11.273
82,-180,-11.273
83,-180,-11.273
84,-180,-11.273
85,-180,-11.273
86,-180,-11.273
87,-180,-11.273
88,-180,-11.273
89,-180,-11.273
90,-180,-11.273
91,-180,-11.273
92,-180,-11.273
93,-180,-11.273
94,-180,-11.273
95,-180,-11.273
96,-180,-11.273
97,-180,-11.273
98,-180,-11.273
99,-180,-11.273
100,-180,-11.273
101,-180,-11.273
102,-180,-11.273
103,-180,-11.273
104,-180,-11.273
105,-180,-11.273
106,-180,-11.273
107,-180,-11.273
108,-180,-11.273
109,-180,-11.273
110,-180,-11.273
111,-180,-11.273
112,-180,-11.273
113,-180,-11.273
114,-180,-11.273
115,-180,-11.273
116,-180,-11.273
117,-180,-11.273
118,-180,-11.273
119,-180,-11.273
120,-180,-11.273
121,-180,-11.273
122,-180,-11.273
123,-180,-11.273
124,-180,-11.273
125,-180,-11.273
126,-180,-11.273
127,-180,-11.273
128,-180,-11.273
129,-180,-11.273
130,-180,-11.273
131,-180,-11.273
132,-180,-11.273
133,-180,-11.273
134,-180,-11.273
135,-180,-11.273
136,-180,-11.273
137,-180,-11.273
138,-180,-11.273
139,-180,-11.273
140,-180,-11.273
141,-180,-11.273
142,-180,-11.273
143,-180,-11.273
144,-180,-11.273
145,-180,-11.273
146,-180,-11.273
147,-180,-11.273
148,-180,-11.273
149,-180,-11.273
150,-180,-11.273
151,-180,-11.273
152,-180,-11.273
153,-180,-11.273
154,-180,-11.273
155,-180,-11.273
156,-180,-11.273
157,-180,-11.273
158,-180,-11.273
159,-180,-11.273
160,-180,-11.273
161,-180,-11.273
162,-180,-11.273
163,-180,-11.273
164,-180,-11.273
165,-180,-11.273
166,-180,-11.273
167,-180,-11.273
168,-180,-11.273
169,-180,-11.273
170,-180,-11.273
171,-180,-11.273
172,-180,-11.273
173,-180,-11.273
174,-180,-11.273
175,-180,-11.273
176,-180,-11.273
177,-180,-11.273
178,-180,-11.273
179,-180,-11.273
180,-180,-11.273
-180,-179,-11.2679
-179,-179,-11.2666
-178,-179,-11.2653
-177,-179,-11.264
-176,-179,-11.2627
-175,-179,-11.2614
-174,-179,-11.2602
-173,-179,-11.2589
-172,-179,-11.2576
-171,-179,-11.2564
-170,-179,-11.2551
-169,-179,-11.2539
-168,-179,-11.2526
-167,-179,-11.2514
-166,-179,-11.2502
-165,-179,-11.249
-164,-179,-11.2478
-163,-179,-11.2466
-162,-179,-11.2454
-161,-179,-11.2442
-160,-179,-11.243
-159,-179,-11.2419
-158,-179,-11.2407
-157,-179,-11.2396
-156,-179,-11.2385
-155,-179,-11.2373
-154,-179,-11.2362
-153,-179,-11.2352
-152,-179,-11.2341
-151,-179,-11.233
-150,-179,-11.232
-149,-179,-11.2309
-148,-179,-11.2299
-147,-179,-11.2289
-146,-179,-11.2279
-145,-179,-11.2269
-144,-179,-11.2259
-143,-179,-11.225
-142,-179,-11.224
-141,-179,-11.2231
-140,-179,-11.2222
-139,-179,-11.2213
-138,-179,-11.2204
-137,-179,-11.2195
-136,-179,-11.2187
-135,-179,-11.2179
-134,-179,-11.217
-133,-179,-11.2162
-132,-179,-11.2155
-131,-179,-11.2147
-130,-179,-11.214
-129,-179,-11.2132
-128,-179,-11.2125
-127,-179,-11.2118
-126,-179,-11.2111
-125,-179,-11.2105
-124,-179,-11.2098
-123,-179,-11.2092
-122,-179,-11.2086
-121,-179,-11.208
-120,-179,-11.2075
-119,-179,-11.2069
-118,-179,-11.2064
-117,-179,-11.2059
-116,-179,-11.2054
-115,-179,-11.2049
-114,-179,-11.2045
-113,-179,-11.204
-112,-179,-11.2036
-111,-179,-11.2032
-110,-179,-11.2028
-109,-179,-11.2025
-108,-179,-11.2021
-107,-179,-11.2018
-106,-179,-11.2015
-105,-179,-11.2013
-104,-179,-11.201
-103,-179,-11.2008
-102,-179,-11.2005
-101,-179,-11.2004
-100,-179,-11.2002
-99,-179,-11.2
-98,-179,-11.1999
-97,-179,-11.1998
-96,-179,-11.1997
-95,-179,-11.1996
-94,-179,-11.1995
-93,-179,-11.1995
-92,-179,-11.1995
-91,-179,-11.1995
-90,-179,-11.1995
-89,-179,-11.1996
-88,-179,-11.1996
-87,-179,-11.1997
-86,-179,-11.1998
-85,-179,-11.1999
-84,-179,-11.2001
-83,-179,-11.2003
-82,-179,-11.2004
-81,-179,-11.2006
-80,-179,-11.2009
-79,-179,-11.2011
-78,-179,-11.2014
-77,-179,-11.2017
-76,-179,-11.202
-75,-179,-11.2023
-74,-179,-11.2026
-73,-179,-11.203
-72,-179,-11.2034
-71,-179,-11.2038
-70,-179,-11.2042
-69,-179,-11.2046
-68,-179,-11.2051
-67,-179,-11.2055
-66,-179,-11.206
-65,-179,-11.2065
-64,-179,-11.2071
-63,-179,-11.2076
-62,-179,-11.2082
-61,-179,-11.2088
-60,-179,-11.2094
-59,-179,-11.21
-58,-179,-11.2106
-57,-179,-11.2113
-56,-179,-11.2119
-55,-179,-11.2126
-54,-179,-11.2133
-53,-179,-11.2141
-52,-179,-11.2148
-51,-179,-11.2155
-50,-179,-11.2163
-49,-179,-11.2171
-48,-179,-11.2179
-47,-179,-11.2187
-46,-179,-11.2195
-45,-179,-11.2204
-44,-179,-11.2213
-43,-179,-11.2221
-42,-179,-11.223
-41,-179,-11.2239
-40,-179,-11.2248
-39,-179,-11.2258
-38,-179,-11.2267
-37,-179,-11.2277
-36,-179,-11.2287
-35,-179,-11.2297
-34,-179,-11.2307
-33,-179,-11.2317
-32,-179,-11.2327
-31,-179,-11.2337
-30,-179,-11.2348
-29,-179,-11.2358
-28,-179,-11.2369
-27,-179,-11.238
-26,-179,-11.2391
-25,-179,-11.2402
-24,-179,-11.2413
-23,-179,-11.2424
-22,-179,-11.2436
-21,-179,-11.2447
-20,-179,-11.2459
-19,-179,-11.247
-18,-179,-11.2482
-17,-179,-11.2494
-16,-179,-11.2506
-15,-179,-11.2518
-14,-179,-11.253
-13,-179,-11.2542
-12,-179,-11.2554
-11,-179,-11.2566
-10,-179,-11.2578
-9,-179,-11.2591
-8,-179,-11.2603
-7,-179,-11.2616
-6,-179,-11.2628
-5,-179,-11.2641
-4,-179,-11.2653
-3,-179,-11.2666
-2,-179,-11.2679
-1,-179,-11.2691
0,-179,-11.2704
1,-179,-11.2717
2,-179,-11.2729
3,-179,-11.2742
4,-179,-11.2755
5,-179,-11.2768
6,-179,-11.278
7,-179,-11.2793
8,-179,-11.2806
9,-179,-11.2819
10,-179,-11.2831
11,-179,-11.2844
12,-179,-11.2857
13,-179,-11.287
14,-179,-11.2882
15,-179,-11.2895
16,-179,-11.2907
17,-179,-11.292
18,-179,-11.2933
19,-179,-11.2945
20,-179,-11.2957
21,-179,-11.297
22,-179,-11.2982
23,-179,-11.2994
24,-179,-11.3006
25,-179,-11.3019
26,-179,-11.3031
27,-179,-11.3043
28,-179,-11.3054
29,-179,-11.3066
30,-179,-11.3078
31,-179,-11.3089
32,-179,-11.3101
33,-179,-11.3112
34,-179,-11.3123
35,-179,-11.3135
36,-179,-11.3146
37,-179,-11.3157
38,-179,-11.3167
39,-179,-11.3178
40,-179,-11.3189
41,-179,-11.3199
42,-179,-11.3209
43,-179,-11.3219
44,-179,-11.3229
45,-179,-11.3239
46,-179,-11.3249
47,-179,-11.3258
48,-179,-11.3267
49,-179,-11.3277
50,-179,-11.3286
51,-179,-11.3294
52,-179,-11.3303
53,-179,-11.3311
54,-179,-11.332
55,-179,-11.3328
56,-179,-11.3336
57,-179,-11.3343
58,-179,-11.3351
59,-179,-11.3358
60,-179,-11.3365
61,-179,-11.3372
62,-179,-11.3379
63,-179,-11.3385
64,-179,-11.3392
65,-179,-11.3398
66,-179,-11.3404
67,-179,-11.3409
68,-179,-11.3415
69,-179,-11.342
70,-179,-11.3425
71,-179,-11.3429
72,-179,-11.3434
73,-179,-11.3438
74,-179,-11.3442
75,-179,-11.3446
76,-179,-11.3449
77,-179,-11.3453
78,-179,-11.3456
79,-179,-11.3458
80,-179,-11.3461
81,-179,-11.3463
82,-179,-11.3465
83,-179,-11.3467
84,-179,-11.3469
85,-179,-11.347
86,-179,-11.3471
87,-179,-11.3472
88,-179,-11.3472
89,-179,-11.3473
90,-179,-11.3473
91,-179,-11.3473
92,-179,-11.3472
93,-179,-11.3471
94,-179,-11.347
95,-179,-11.3469
96,-179,-11.3468
97,-179,-11.3466
98,-179,-11.3464
99,-179,-11.3462
100,-179,-11.3459
101,-179,-11.3457
102,-179,-11.3454
103,-179,-11.345
104,-179,-11.3447
105,-179,-11.3443
106,-179,-11.3439
107,-179,-11.3435
108,-179,-11.3431
109,-179,-11.3426
110,-179,-11.3421
111,-179,-11.3416
112,-179,-11.3411
113,-179,-11.3405
114,-179,-11.3399
115,-179,-11.3393
116,-179,-11.3387
117,-179,-11.338
118,-179,-11.3374
119,-179,-11.3367
120,-179,-11.336
121,-179,-11.3352
122,-179,-11.3345
123,-179,-11.3337
124,-179,-11.3329
125,-179,-11.3321
126,-179,-11.3312
127,-179,-11.3304
128,-179,-11.3295
129,-179,-11.3286
130,-179,-11.3277
131,-179,-11.3268
132,-179,-11.3258
133,-179,-11.3249
134,-179,-11.3239
135,-179,-11.3229
136,-179,-11.3219
137,-179,-11.3209
138,-179,-11.3198
139,-179,-11.3188
140,-179,-11.3177
141,-179,-11.3166
142,-179,-11.3155
143,-179,-11.3144
144,-179,-11.3133
145,-179,-11.3121
146,-179,-11.311
147,-179,-11.3098
148,-179,-11.3087
149,-179,-11.3075
150,-179,-11.3063
151,-179,-11.3051
152,-179,-11.3039
153,-179,-11.3027
154,-179,-11.3014
155,-179,-11.3002
156,-179,-11.2989
157,-179,-11.2977
158,-179,-11.2964
159,-179,-11.2952
160,-179,-11.2939
161,-179,-11.2926
162,-179,-11.2913
163,-179,-11.29
164,-179,-11.2888
165,-179,-11.2875
166,-179,-11.2862
167,-179,-11.2849
168,-179,-11.2836
169,-179,-11.2823
170,-179,-11.2809
171,-179,-11.2796
172,-179,-11.2783
173,-179,-11.277
174,-179,-11.2757
175,-179,-11.2744
176,-179,-11.2731
177,-179,-11.2718
178,-179,-11.2705
179,-179,-11.2692
180,-179,-11.2679
-180,-178,-11.2553
-179,-178,-11.2527
-178,-178,-11.2501
-177,-178,-11.2476
-176,-178,-11.245
-175,-178,-11.2425
-174,-178,-11.24
-173,-178,-11.2375
-172,-178,-11.2351
-171,-178,-11.2326
-170,-178,-11.2302
-169,-178,-11.2277
-168,-178,-11.2253
-167,-178,-11.223
-166,-178,-11.2206
-165,-178,-11.2183
-164,-178,-11.2159
-163,-178,-11.2136
-162,-178,-11.2114
-161,-178,-11.2091
-160,-178,-11.2069
-159,-178,-11.2047
-158,-178,-11.2025
-157,-178,-11.2003
-156,-178,-11.1982
-155,-178,-11.1961
-154,-178,-11.194
-153,-178,-11.1919
-152,-178,-11.1899
-151,-178,-11.1879
-150,-178,-11.1859
-149,-178,-11.184
-148,-178,-11.1821
-147,-178,-11.1802
-146,-178,-11.1783
-145,-178,-11.1765
-144,-178,-11.1747
-143,-178,-11.1729
-142,-178,-11.1712
-141,-178,-11.1695
-140,-178,-11.1678
-139,-178,-11.1662
-138,-178,-11.1646
-137,-178,-11.163
-136,-178,-11.1614
-135,-178,-11.1599
-134,-178,-11.1584
-133,-178,-11.157
-132,-178,-11.1556
-131,-178,-11.1542
-130,-178,-11.1528
-129,-178,-11.1515
-128,-178,-11.1502
-127,-178,-11.149
-126,-178,-11.1478
-125,-178,-11.1466
-124,-178,-11.1455
-123,-178,-11.1444
-122,-178,-11.1433
-121,-178,-11.1422
-120,-178,-11.1412
-119,-178,-11.1403
-118,-178,-11.1393
-117,-178,-11.1384
-116,-178,-11.1376
-115,-178,-11.1368
-114,-178,-11.136
-113,-178,-11.1352
-112,-178,-11.1345
-111,-178,-11.1338
-110,-178,-11.1332
-109,-178,-11.1326
-108,-178,-11.132
-107,-178,-11.1315
-106,-178,-11.131
-105,-178,-11.1305
-104,-178,-11.1301
-103,-178,-11.1297
-102,-178,-11.1293
-101,-178,-11.129
-100,-178,-11.1287
-99,-178,-11.1285
-98,-178,-11.1283
-97,-178,-11.1281
-96,-178,-11.1279
-95,-178,-11.1278
-94,-178,-11.1278
-93,-178,-11.1277
-92,-178,-11.1278
-91,-178,-11.1278
-90,-178,-11.1279
-89,-178,-11.128
-88,-178,-11.1281
-87,-178,-11.1283
-86,-178,-11.1285
-85,-178,-11.1288
-84,-178,-11.1291
-83,-178,-11.1294
-82,-178,-11.1298
-81,-178,-11.1302
-80,-178,-11.1306
-79,-178,-11.1311
-78,-178,-11.1315
-77,-178,-11.1321
-76,-178,-11.1326
-75,-178,-11.1333
-74,-178,-11.1339
-73,-178,-11.1346
-72,-178,-11.1353
-71,-178,-11.136
-70,-178,-11.1368
-69,-178,-11.1376
-68,-178,-11.1384
-67,-178,-11.1393
-66,-178,-11.1402
-65,-178,-11.1411
-64,-178,-11.1421
-63,-178,-11.1431
-62,-178,-11.1441
-61,-178,-11.1452
-60,-178,-11.1463
-59,-178,-11.1474
-58,-178,-11.1486
-57,-178,-11.1497
-56,-178,-11.151
-55,-178,-11.1522
-54,-178,-11.1535
-53,-178,-11.1548
-52,-178,-11.1561
-51,-178,-11.1575
-50,-178,-11.1589
-49,-178,-11.1603
-48,-178,-11.1618
-47,-178,-11.1633
-46,-178,-11.1648
-45,-178,-11.1664
-44,-178,-11.1679
-43,-178,-11.1695
-42,-178,-11.1712
-41,-178,-11.1728
-40,-178,-11.1745
-39,-178,-11.1762
-38,-178,-11.1779
-37,-178,-11.1797
-36,-178,-11.1815
-35,-178,-11.1833
-34,-178,-11.1851
-33,-178,-11.187
-32,-178,-11.1889
-31,-178,-11.1908
-30,-178,-11.1928
-29,-178,-11.1947
-28,-178,-11.1967
-27,-178,-11.1987
-26,-178,-11.2007
-25,-178,-11.2028
-24,-178,-11.2049
-23,-178,-11.207
-22,-178,-11.2091
-21,-178,-11.2112
-20,-178,-11.2134
-19,-178,-11.2155
-18,-178,-11.2177
-17,-178,-11.22
-16,-178,-11.2222
-15,-178,-11.2245
-14,-178,-11.2267
-13,-178,-11.229
-12,-178,-11.2313
-11,-178,-11.2336
-10,-178,-11.236
-9,-178,-11.2383
-8,-178,-11.2407
-7,-178,-11.2431
-6,-178,-11.2455
-5,-178,-11.2479
-4,-178,-11.2503
-3,-178,-11.2527
-2,-178,-11.2552
-1,-178,-11.2576
0,-178,-11.2601
1,-178,-11.2626
2,-178,-11.265
3,-178,-11.2675
4,-178,-11.27
5,-178,-11.2725
6,-178,-11.2751
7,-178,-11.2776
8,-178,-11.2801
9,-178,-11.2826
10,-178,-11.2851
11,-178,-11.2877
12,-178,-11.2902
13,-178,-11.2927
14,-178,-11.2953
15,-178,-11.2978
16,-178,-11.3003
17,-178,-11.3029
18,-178,-11.3054
19,-178,-11.3079
20,-178,-11.3104
21,-178,-11.313
22,-178,-11.3155
23,-178,-11.318
24,-178,-11.3205
25,-178,-11.3229
26,-178,-11.3254
27,-178,-11.3279
28,-178,-11.3303
29,-178,-11.3328
30,-178,-11.3352
31,-178,-11.3376
32,-178,-11.34
33,-178,-11.3424
34,-178,-11.3447
35,-178,-11.3471
36,-178,-11.3494
37,-178,-11.3517
38,-178,-11.354
39,-178,-11.3562
40,-178,-11.3585
41,-178,-11.3607
42,-178,-11.3629
43,-178,-11.365
44,-178,-11.3672
45,-178,-11.3693
46,-178,-11.3713
47,-178,-11.3734
48,-178,-11.3754
49,-178,-11.3774
50,-178,-11.3793
51,-178,-11.3812
52,-178,-11.3831
53,-178,-11.385
54,-178,-11.3868
55,-178,-11.3886
56,-178,-11.3903
57,-178,-11.392
58,-178,-11.3936
59,-178,-11.3953
60,-178,-11.3968
61,-178,-11.3984
62,-178,-11.3999
63,-178,-11.4013
64,-178,-11.4027
65,-178,-11.4041
66,-178,-11.4054
67,-178,-11.4066
68,-178,-11.4078
69,-178,-11.409
70,-178,-11.4101
71,-178,-11.4112
72,-178,-11.4122
73,-178,-11.4132
74,-178,-11.4141
75,-178,-11.4149
76,-178,-11.4158
77,-178,-11.4165
78,-178,-11.4172
79,-178,-11.4179
80,-178,-11.4185
81,-178,-11.419
82,-178,-11.4195
83,-178,-11.4199
84,-178,-11.4203
85,-178,-11.4206
86,-178,-11.4209
87,-178,-11.4211
88,-178,-11.4213
89,-178,-11.4214
90,-178,-11.4214
91,-178,-11.4214
92,-178,-11.4213
93,-178,-11.4212
94,-178,-11.421
95,-178,-11.4208
96,-178,-11.4205
97,-178,-11.4201
98,-178,-11.4197
99,-178,-11.4192
100,-178,-11.4187
101,-178,-11.4181
102,-178,-11.4175
103,-178,-11.4168
104,-178,-11.4161
105,-178,-11.4153
106,-178,-11.4144
107,-178,-11.4135
108,-178,-11.4126
109,-178,-11.4116
110,-178,-11.4105
111,-178,-11.4094
112,-178,-11.4082
113,-178,-11.407
114,-178,-11.4057
115,-178,-11.4044
116,-178,-11.4031
117,-178,-11.4017
118,-178,-11.4002
119,-178,-11.3987
120,-178,-11.3971
121,-178,-11.3955
122,-178,-11.3939
123,-178,-11.3922
124,-178,-11.3905
125,-178,-11.3887
126,-178,-11.3869
127,-178,-11.3851
128,-178,-11.3832
129,-178,-11.3813
130,-178,-11.3793
131,-178,-11.3773
132,-178,-11.3753
133,-178,-11.3732
134,-178,-11.3711
135,-178,-11.369
136,-178,-11.3668
137,-178,-11.3646
138,-178,-11.3624
139,-178,-11.3601
140,-178,-11.3578
141,-178,-11.3555
142,-178,-11.3532
143,-178,-11.3508
144,-178,-11.3484
145,-178,-11.346
146,-178,-11.3436
147,-178,-11.3412
148,-178,-11.3387
149,-178,-11.3362
150,-178,-11.3337
151,-178,-11.3312
152,-178,-11.3286
153,-178,-11.3261
154,-178,-11.3235
155,-178,-11.3209
156,-178,-11.3183
157,-178,-11.3157
158,-178,-11.3131
159,-178,-11.3105
160,-178,-11.3079
161,-178,-11.3053
162,-178,-11.3026
163,-178,-11.3
164,-178,-11.2973
165,-178,-11.2947
166,-178,-11.292
167,-178,-11.2894
168,-178,-11.2867
169,-178,-11.2841
170,-178,-11.2814
171,-178,-11.2788
172,-178,-11.2762
173,-178,-11.2735
174,-178,-11.2709
175,-178,-11.2683
176,-178,-11.2656
177,-178,-11.263
178,-178,-11.2604
179,-178,-11.2578
180,-178,-11.2553
-180,-177,-11.2352
-179,-177,-11.2314
-178,-177,-11.2277
-177,-177,-11.224
-176,-177,-11.2203
-175,-177,-11.2166
-174,-177,-11.2129
-173,-177,-11.2093
-172,-177,-11.2058
-171,-177,-11.2022
-170,-177,-11.1987
-169,-177,-11.1952
-168,-177,-11.1917
-167,-177,-11.1883
-166,-177,-11.1849
-165,-177,-11.1816
-164,-177,-11.1783
-163,-177,-11.175
-162,-177,-11.1718
-161,-177,-11.1686
-160,-177,-11.1654
-159,-177,-11.1623
-158,-177,-11.1592
-157,-177,-11.1562
-156,-177,-11.1532
-155,-177,-11.1502
-154,-177,-11.1473
-153,-177,-11.1444
-152,-177,-11.1416
-151,-177,-11.1388
-150,-177,-11.1361
-149,-177,-11.1334
-148,-177,-11.1307
-147,-177,-11.1281
-146,-177,-11.1255
-145,-177,-11.123
-144,-177,-11.1205
-143,-177,-11.1181
-142,-177,-11.1157
-141,-177,-11.1134
-140,-177,-11.1111
-139,-177,-11.1089
-138,-177,-11.1067
-137,-177,-11.1045
-136,-177,-11.1024
-135,-177,-11.1004
-134,-177,-11.0984
-133,-177,-11.0964
-132,-177,-11.0945
-131,-177,-11.0926
-130,-177,-11.0908
-129,-177,-11.0891
-128,-177,-11.0874
-127,-177,-11.0857
-126,-177,-11.0841
-125,-177,-11.0825
-124,-177,-11.081
-123,-177,-11.0795
-122,-177,-11.0781
-121,-177,-11.0767
-120,-177,-11.0754
-119,-177,-11.0742
-118,-177,-11.0729
-117,-177,-11.0718
-116,-177,-11.0707
-115,-177,-11.0696
-114,-177,-11.0686
-113,-177,-11.0676
-112,-177,-11.0667
-111,-177,-11.0658
-110,-177,-11.065
-109,-177,-11.0642
-108,-177,-11.0635
-107,-177,-11.0628
-106,-177,-11.0622
-105,-177,-11.0616
-104,-177,-11.0611
-103,-177,-11.0606
-102,-177,-11.0602
-101,-177,-11.0598
-100,-177,-11.0595
-99,-177,-11.0592
-98,-177,-11.059
-97,-177,-11.0588
-96,-177,-11.0586
-95,-177,-11.0586
-94,-177,-11.0585
-93,-177,-11.0585
-92,-177,-11.0586
-91,-177,-11.0587
-90,-177,-11.0588
-89,-177,-11.059
-88,-177,-11.0593
-87,-177,-11.0596
-86,-177,-11.0599
-85,-177,-11.0603
-84,-177,-11.0608
-83,-177,-11.0612
-82,-177,-11.0618
-81,-177,-11.0623
-80,-177,-11.063
-79,-177,-11.0636
-78,-177,-11.0643
-77,-177,-11.0651
-76,-177,-11.0659
-75,-177,-11.0667
-74,-177,-11.0676
-73,-177,-11.0686
-72,-177,-11.0695
-71,-177,-11.0706
-70,-177,-11.0716
-69,-177,-11.0727
-68,-177,-11.0739
-67,-177,-11.0751
-66,-177,-11.0763
-65,-177,-11.0776
-64,-177,-11.0789
-63,-177,-11.0803
-62,-177,-11.0817
-61,-177,-11.0832
-60,-177,-11.0847
-59,-177,-11.0862
-58,-177,-11.0878
-57,-177,-11.0894
-56,-177,-11.091
-55,-177,-11.0927
-54,-177,-11.0945
-53,-177,-11.0963
-52,-177,-11.0981
-51,-177,-11.0999
-50,-177,-11.1018
-49,-177,-11.1038
-48,-177,-11.1058
-47,-177,-11.1078
-46,-177,-11.1098
-45,-177,-11.1119
-44,-177,-11.1141
-43,-177,-11.1162
-42,-177,-11.1184
-41,-177,-11.1207
-40,-177,-11.123
-39,-177,-11.1253
-38,-177,-11.1277
-37,-177,-11.1301
-36,-177,-11.1325
-35,-177,-11.135
-34,-177,-11.1375
-33,-177,-11.14
-32,-177,-11.1426
-31,-177,-11.1452
-30,-177,-11.1478
-29,-177,-11.1505
-28,-177,-11.1532
-27,-177,-11.156
-26,-177,-11.1588
-25,-177,-11.1616
-24,-177,-11.1645
-23,-177,-11.1673
-22,-177,-11.1703
-21,-177,-11.1732
-20,-177,-11.1762
-19,-177,-11.1792
