"$Ha [mm]","$La [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
2,24,3.15,-11.0628871326878
2,24,3.16,-11.2524788213659
2,24,3.17,-11.4345108432555
2,24,3.18,-11.6080290833062
2,24,3.19,-11.7721053891427
2,24,3.2,-11.9258521282126
2,24,3.21,-12.0684359321269
2,24,3.22,-12.1990904812776
2,24,3.23,-12.3171284732046
2,24,3.24,-12.4219531660246
2,24,3.25,-12.5130700126667
2,24,3.26,-12.5900988369211
2,24,3.27,-12.6527867208041
2,24,3.28,-12.7010213018257
2,24,3.29,-12.7348436039455
2,24,3.3,-12.7544589769042
2,24,3.31,-12.7602443388829
2,24,3.32,-12.7527498263426
2,24,3.33,-12.732693212228
2,24,3.34,-12.7009460399347
2,24,3.35,-12.6585112399919
2,24,3.36,-12.6064929038102
2,24,3.37,-12.5460597288267
2,24,3.38,-12.4784042972974
2,24,3.39,-12.4047007395832
2,24,3.4,-12.326063457331
2,24,3.41,-12.2435094827252
2,24,3.42,-12.1579267774033
2,24,3.43,-12.0700503438547
2,24,3.44,-11.9804473601193
2,24,3.45,-11.8895114232105
2,24,3.46,-11.7974638696013
2,24,3.47,-11.7043558389854
2,24,3.48,-11.6100552309912
2,24,3.49,-11.5141790643119
2,24,3.5,-11.4158642839913
2,24,3.51,-11.3130533428135
2,24,3.52,-11.2003450645412
2,24,3.53,-11.0677844635477
2,24,3.54,-10.9861237307627
2,24,3.55,-10.9802286234609
2,24,3.56,-10.9125349412579
2,24,3.57,-10.8298707452951
2,24,3.58,-10.7467435217231
2,24,3.59,-10.6657850139865
2,24,3.6,-10.587432365592
2,24,3.61,-10.511571260468
2,24,3.62,-10.4378996521239
2,24,3.63,-10.3660541533119
2,24,3.64,-10.2956785065493
2,24,3.65,-10.2264702563113
2,24,3.66,-10.1582246405256
2,24,3.67,-10.0909118529949
2,24,3.68,-10.0248475430542
2,24,3.69,-9.9609849680423
2,24,3.7,-9.90113161355359
2,24,3.71,-9.84750738458728
2,24,3.72,-9.80137398747141
2,24,3.73,-9.76201159316393
2,24,3.74,-9.72742830319329
2,24,3.75,-9.69580573381326
2,24,3.76,-9.66613434124912
2,24,3.77,-9.63805477075845
2,24,3.78,-9.61152888634614
2,24,3.79,-9.58662481419671
2,24,3.8,-9.56342222455964
2,24,3.81,-9.54198302605955
2,24,3.82,-9.52234837149782
2,24,3.83,-9.50454312958454
2,24,3.84,-9.48858050036988
2,24,3.85,-9.47446462318393
2,24,3.86,-9.4621910403178
2,24,3.87,-9.4517455384793
2,24,3.88,-9.4431020193481
2,24,3.89,-9.43621999975803
2,24,3.9,-9.43104225312668
2,24,3.91,-9.42749303110975
2,24,3.92,-9.42547726360042
2,24,3.93,-9.42488112111862
2,24,3.94,-9.42557431668154
2,24,3.95,-9.42741449159747
2,24,3.96,-9.43025392707952
2,24,3.97,-9.43394860170922
2,24,3.98,-9.4383692332629
2,24,3.99,-9.4434133954244
2,24,4,-9.44901714316495
2,24,4.01,-9.45516396262599
2,24,4.02,-9.46188851764364
2,24,4.03,-9.46927286710248
2,24,4.04,-9.47743377450129
2,24,4.05,-9.48650141551562
2,24,4.06,-9.49659190177118
2,24,4.07,-9.50777799533462
2,24,4.08,-9.52006350952761
2,24,4.09,-9.53336668084481
2,24,4.1,-9.54751617865863
2,24,4.11,-9.5622608050441
2,24,4.12,-9.57729107111455
2,24,4.13,-9.59226850779554
2,24,4.14,-9.60685733514002
2,24,4.15,-9.62075315608005
2,24,4.16,-9.63370447799276
2,24,4.17,-9.64552468073671
2,24,4.18,-9.65609404261204
2,24,4.19,-9.66535315861175
2,24,4.2,-9.67329023581904
2,24,4.21,-9.679925212931
2,24,4.22,-9.68529348603903
2,24,4.23,-9.68943141723598
2,24,4.24,-9.69236499198634
2,24,4.25,-9.69410218899433
2,24,4.26,-9.6946289780622
2,24,4.27,-9.69390843191787
2,24,4.28,-9.6918822247353
2,24,4.29,-9.68847374947721
2,24,4.3,-9.68359215956378
2,24,4.31,-9.67713677255098
2,24,4.32,-9.66900142238504
2,24,4.33,-9.65907848556995
2,24,4.34,-9.64726242164318
2,24,4.35,-9.63345275555227
2,24,4.36,-9.61755649043097
2,24,4.37,-9.59948997822196
2,24,4.38,-9.57918029773284
2,24,4.39,-9.55656619988745
2,24,4.4,-9.53159868217924
2,24,4.41,-9.50424125173893
2,24,4.42,-9.47446993121386
2,24,4.43,-9.44227305531406
2,24,4.44,-9.40765089935961
2,24,4.45,-9.37061517500955
2,24,4.46,-9.33118842284587
2,24,4.47,-9.2894033267263
2,24,4.48,-9.24530197080551
2,24,4.49,-9.19893505678981
2,24,4.5,-9.15036109624718
2,24,4.51,-9.09964559054146
2,24,4.52,-9.04686020910324
2,24,4.53,-8.99208197520427
2,24,4.54,-8.9353924670963
2,24,4.55,-8.87687704125064
2,24,4.56,-8.81662408344551
2,24,4.57,-8.75472429256264
2,24,4.58,-8.69127000114718
2,24,4.59,-8.62635453604069
2,24,4.6,-8.56007162170666
2,24,4.61,-8.49251482822563
2,24,4.62,-8.42377706534192
2,24,4.63,-8.35395012339411
2,24,4.64,-8.28312426146127
2,24,4.65,-8.21138784260364
2,24,4.66,-8.13882701567458
2,24,4.67,-8.06552544282919
2,24,4.68,-7.99156407155344
2,24,4.69,-7.91702094978619
2,24,4.7,-7.84197108250239
2,24,4.71,-7.76648632796599
2,24,4.72,-7.69063533174365
2,24,4.73,-7.61448349648971
2,24,4.74,-7.53809298546563
2,24,4.75,-7.4615227577379
2,24,4.76,-7.38482863300219
2,24,4.77,-7.30806338400237
2,24,4.78,-7.23127685454614
2,24,4.79,-7.15451610115653
2,24,4.8,-7.07782555643614
2,24,4.81,-7.00124721224962
2,24,4.82,-6.92482082084431
2,24,4.83,-6.84858411201969
2,24,4.84,-6.77257302441619
2,24,4.85,-6.69682194891377
2,24,4.86,-6.62136398200136
2,24,4.87,-6.54623118679134
2,24,4.88,-6.47145485909825
2,24,4.89,-6.3970657956719
2,24,4.9,-6.3230945612637
2,24,4.91,-6.24957175070811
2,24,4.92,-6.17652824161919
2,24,4.93,-6.10399543263992
2,24,4.94,-6.03200546145237
2,24,4.95,-5.96059139598288
2,24,4.96,-5.88978739145001
2,24,4.97,-5.81962880515224
2,24,4.98,-5.75015226023787
2,24,4.99,-5.68139564921742
2,24,5,-5.61339806776056
2,27,2.5,-1.27554829176434
2,27,2.51,-1.33127304210928
2,27,2.52,-1.38908470159766
2,27,2.53,-1.44902050872273
2,27,2.54,-1.51111354477251
2,27,2.55,-1.5753924123962
2,27,2.56,-1.64188111634944
2,27,2.57,-1.71059927099503
2,27,2.58,-1.78156282776924
2,27,2.59,-1.85478563086964
2,27,2.6,-1.93028230653625
2,27,2.61,-2.00807333472212
2,27,2.62,-2.08819375615202
2,27,2.63,-2.17070802900363
2,27,2.64,-2.25573537040024
2,27,2.65,-2.34349283032006
2,27,2.66,-2.43436715490555
2,27,2.67,-2.52902823545657
2,27,2.68,-2.62858396152594
2,27,2.69,-2.73471193594411
2,27,2.7,-2.84952649733187
2,27,2.71,-2.97470176836233
2,27,2.72,-3.10966358463925
2,27,2.73,-3.25031492140095
2,27,2.74,-3.39076884969313
2,27,2.75,-3.52704971187111
2,27,2.76,-3.6586123144746
2,27,2.77,-3.78701123706146
2,27,2.78,-3.91420049664443
2,27,2.79,-4.04174648526982
2,27,2.8,-4.17071925227975
2,27,2.81,-4.30181384872826
2,27,2.82,-4.43548652950657
2,27,2.83,-4.57205131696042
2,27,2.84,-4.71173873158683
2,27,2.85,-4.85472896049655
2,27,2.86,-5.00116956681571
2,27,2.87,-5.15118420322115
2,27,2.88,-5.30487615662496
2,27,2.89,-5.46232897052631
2,27,2.9,-5.6236055027805
2,27,2.91,-5.78874627891195
2,27,2.92,-5.95776771025129
2,27,2.93,-6.13066056126402
2,27,2.94,-6.30738892009448
2,27,2.95,-6.48788982636359
2,27,2.96,-6.67207363048201
2,27,2.97,-6.85982509555338
2,27,2.98,-7.05100520476827
2,27,2.99,-7.24545360180392
2,27,3,-7.44299156481238
2,27,3.01,-7.64342538927652
2,27,3.02,-7.84655002265146
2,27,3.03,-8.05215274535702
2,27,3.04,-8.26001662153964
2,27,3.05,-8.46992334723177
2,27,3.06,-8.68165500897201
2,27,3.07,-8.89499414826269
2,27,3.08,-9.10972143256475
2,27,3.09,-9.32561019716804
2,27,3.1,-9.54241718494558
2,27,3.11,-9.75986901255901
2,27,3.12,-9.97764426269541
2,27,3.13,-10.1953516540263
2,27,3.14,-10.4125054570048
2,27,3.15,-10.6285001514239
2,27,3.16,-10.842587167464
2,27,3.17,-11.0538572827295
2,27,3.18,-11.2612326981985
2,27,3.19,-11.4634728043252
2,27,3.2,-11.6591970024303
2,27,3.21,-11.8469265406993
2,27,3.22,-12.0251451283924
2,27,3.23,-12.192375224413
2,27,3.24,-12.3472636683836
2,27,3.25,-12.4886672538081
2,27,3.26,-12.6157266259549
2,27,3.27,-12.7279162833825
2,27,3.28,-12.825060137976
2,27,3.29,-12.9073064124637
2,27,3.3,-12.9750624848653
2,27,3.31,-13.0288987759347
2,27,3.32,-13.069439220074
2,27,3.33,-13.0972617670696
2,27,3.34,-13.1128329291523
2,27,3.35,-13.1164936399592
2,27,3.36,-13.1085000273048
2,27,3.37,-13.0891058955841
2,27,3.38,-13.0586601117264
2,27,3.39,-13.0176876592195
2,27,3.4,-12.9669299412101
2,27,3.41,-12.9073347037547
2,27,3.42,-12.8400020340285
2,27,3.43,-12.7661040712792
2,27,3.44,-12.6867996023688
2,27,3.45,-12.6031616143745
2,27,3.46,-12.5161291765065
2,27,3.47,-12.4264877089678
2,27,3.48,-12.3348755855319
2,27,3.49,-12.241810734037
2,27,3.5,-12.1477284233912
2,27,3.51,-12.0530206349746
2,27,3.52,-11.9580683125171
2,27,3.53,-11.8632603591966
2,27,3.54,-11.7689971541092
2,27,3.55,-11.6756806550865
2,27,3.56,-11.5836964327242
2,27,3.57,-11.4933939361951
2,27,3.58,-11.4050695146919
2,27,3.59,-11.3189531780361
2,27,3.6,-11.2351968262695
2,27,3.61,-11.153860783868
2,27,3.62,-11.074897864146
2,27,3.63,-10.9981391623569
2,27,3.64,-10.9232914108422
2,27,3.65,-10.8499594842062
2,27,3.66,-10.777706600501
2,27,3.67,-10.706157431033
2,27,3.68,-10.6351437390635
2,27,3.69,-10.564911543088
2,27,3.7,-10.4964241304396
2,27,3.71,-10.4315558021012
2,27,3.72,-10.3724628394319
2,27,3.73,-10.3201330267134
2,27,3.74,-10.27388664825
2,27,3.75,-10.2323631126328
2,27,3.76,-10.1944458255999
2,27,3.77,-10.1594614402512
2,27,3.78,-10.1270463573154
2,27,3.79,-10.0970003870952
2,27,3.8,-10.0691989110762
2,27,3.81,-10.0435496086807
2,27,3.82,-10.0199734086003
2,27,3.83,-9.99839710903086
2,27,3.84,-9.97875115961373
2,27,3.85,-9.96096941335671
2,27,3.86,-9.94498933894373
2,27,3.87,-9.93075202913756
2,27,3.88,-9.91820176754602
2,27,3.89,-9.90728513271268
2,27,3.9,-9.89794973149828
2,27,3.91,-9.89014271772379
2,27,3.92,-9.88380929383149
2,27,3.93,-9.87889142299819
2,27,3.94,-9.87532699588337
2,27,3.95,-9.87304969176173
2,27,3.96,-9.87198973563352
2,27,3.97,-9.87207566812915
2,27,3.98,-9.8732371054257
2,27,3.99,-9.87540827407055
2,27,4,-9.87853187782431
2,27,4.01,-9.88256262583837
2,27,4.02,-9.88746957793326
2,27,4.03,-9.89323641340121
2,27,4.04,-9.89985887881652
2,27,4.05,-9.90733906986751
2,27,4.06,-9.91567684148008
2,27,4.07,-9.92485940911226
2,27,4.08,-9.93485089172813
2,27,4.09,-9.94558390263579
2,27,4.1,-9.95695513185834
2,27,4.11,-9.96882615990179
2,27,4.12,-9.98102966876297
2,27,4.13,-9.99338007665934
2,27,4.14,-10.0056867366371
2,27,4.15,-10.017767421915
2,27,4.16,-10.0294599278382
2,27,4.17,-10.0406301578962
2,27,4.18,-10.0511758444674
2,27,4.19,-10.0610258769631
2,27,4.2,-10.0701358979667
2,27,4.21,-10.0784812752373
2,27,4.22,-10.0860487322351
2,27,4.23,-10.0928278539843
2,27,4.24,-10.0988034505745
2,27,4.25,-10.1039494425062
2,27,4.26,-10.1082246060953
2,27,4.27,-10.1115702364508
2,27,4.28,-10.1139095775042
2,27,4.29,-10.115148738689
2,27,4.3,-10.1151787570695
2,27,4.31,-10.1138784557849
2,27,4.32,-10.1111177770316
2,27,4.33,-10.1067613149801
2,27,4.34,-10.1006718291624
2,27,4.35,-10.0927135738955
2,27,4.36,-10.082755329391
2,27,4.37,-10.0706730629121
2,27,4.38,-10.0563521829311
2,27,4.39,-10.0396893759349
2,27,4.4,-10.0205940351511
2,27,4.41,-9.99898930405521
2,27,4.42,-9.97481276619756
2,27,4.43,-9.94801681770766
2,27,4.44,-9.91856876074953
2,27,4.45,-9.88645065603138
2,27,4.46,-9.85165897088652
2,27,4.47,-9.81420405697814
2,27,4.48,-9.7741094887464
2,27,4.49,-9.73141129061022
2,27,4.5,-9.68615707786365
2,27,4.51,-9.6384051332974
2,27,4.52,-9.58822343890071
2,27,4.53,-9.53568867958636
2,27,4.54,-9.48088523373119
2,27,4.55,-9.42390416341695
2,27,4.56,-9.36484221556298
2,27,4.57,-9.30380084363124
2,27,4.58,-9.24088525822473
2,27,4.59,-9.17620351366505
2,27,4.6,-9.1098656365021
2,27,4.61,-9.04198280086186
2,27,4.62,-8.97266655456615
2,27,4.63,-8.90202809905287
2,27,4.64,-8.83017762528522
2,27,4.65,-8.75722370706088
2,27,4.66,-8.68327275241856
2,27,4.67,-8.60842851319201
2,27,4.68,-8.53279165217983
2,27,4.69,-8.45645936688713
2,27,4.7,-8.37952506835034
2,27,4.71,-8.30207811318027
2,27,4.72,-8.22420358664846
2,27,4.73,-8.14598213439621
2,27,4.74,-8.06748984016047
2,27,4.75,-7.98879814678131
2,27,4.76,-7.90997381767905
2,27,4.77,-7.83107893595706
2,27,4.78,-7.75217093829512
2,27,4.79,-7.67330268084166
2,27,4.8,-7.59452253438404
2,27,4.81,-7.51587450616951
2,27,4.82,-7.43739838585934
2,27,4.83,-7.35912991321806
2,27,4.84,-7.28110096526549
2,27,4.85,-7.20333976074331
2,27,4.86,-7.12587107986843
2,27,4.87,-7.04871649745508
2,27,4.88,-6.97189462758466
2,27,4.89,-6.89542137808165
2,27,4.9,-6.81931021311279
2,27,4.91,-6.74357242226235
2,27,4.92,-6.66821739444663
2,27,4.93,-6.59325289501366
2,27,4.94,-6.51868534432888
2,27,4.95,-6.44452009607485
2,27,4.96,-6.37076171339157
2,27,4.97,-6.29741424085829
2,27,4.98,-6.22448147016888
2,27,4.99,-6.15196719718622
2,27,5,-6.07987546788319
2,30,2.5,-1.3280304310283
2,30,2.51,-1.38613300117084
2,30,2.52,-1.44684531357197
2,30,2.53,-1.51022150411179
2,30,2.54,-1.57631205476822
2,30,2.55,-1.6451629337396
2,30,2.56,-1.71681471060694
2,30,2.57,-1.79130167586008
2,30,2.58,-1.86865099930873
2,30,2.59,-1.94888196597181
2,30,2.6,-2.03200533046941
2,30,2.61,-2.11802283125292
2,30,2.62,-2.20692690383211
2,30,2.63,-2.29870062731233
2,30,2.64,-2.39331793113112
2,30,2.65,-2.49074407930035
2,30,2.66,-2.59093643849812
2,30,2.67,-2.6938455251152
2,30,2.68,-2.79941631616029
2,30,2.69,-2.90758980109964
2,30,2.7,-3.01830474732859
2,30,2.71,-3.13149965155108
2,30,2.72,-3.24711485250465
2,30,2.73,-3.36509478573168
2,30,2.74,-3.48539036582086
2,30,2.75,-3.60796148213125
2,30,2.76,-3.73277958645983
2,30,2.77,-3.85983033189739
2,30,2.78,-3.98911618939093
2,30,2.79,-4.12065892340654
2,30,2.8,-4.25450175569206
2,30,2.81,-4.39071099595693
2,30,2.82,-4.52937688331635
2,30,2.83,-4.67061337681586
2,30,2.84,-4.81455666911654
2,30,2.85,-4.96136227986962
2,30,2.86,-5.11120071005523
2,30,2.87,-5.26425179040355
2,30,2.88,-5.42069801212482
2,30,2.89,-5.58071725930254
2,30,2.9,-5.74447544562347
2,30,2.91,-5.91211957932315
2,30,2.92,-6.08377173780234
2,30,2.93,-6.25952433791703
2,30,2.94,-6.43943695808313
2,30,2.95,-6.62353482491222
2,30,2.96,-6.81180893783746
2,30,2.97,-7.00421768145524
2,30,2.98,-7.20068967154333
2,30,2.99,-7.40112749623009
2,30,3,-7.60541194584327
2,30,3.01,-7.81340627196463
2,30,3.02,-8.02495998002283
2,30,3.03,-8.23991164649721
2,30,3.04,-8.4580902709294
2,30,3.05,-8.6793147346814
2,30,3.06,-8.90339105018678
2,30,3.07,-9.13010724722711
2,30,3.08,-9.35922594812979
2,30,3.09,-9.59047491331218
2,30,3.1,-9.82353606590045
2,30,3.11,-10.0580336996156
2,30,3.12,-10.2935227112746
2,30,3.13,-10.5294777609941
2,30,3.14,-10.7652842457931
2,30,3.15,-11.0002318857904
2,30,3.16,-11.2335115867506
2,30,3.17,-11.4642160821663
2,30,3.18,-11.6913446925968
2,30,3.19,-11.9138123806228
2,30,3.2,-12.1304631261517
2,30,3.21,-12.340087489244
2,30,3.22,-12.5414440527452
2,30,3.23,-12.7332842352217
2,30,3.24,-12.9143797371437
2,30,3.25,-13.083551645678
2,30,3.26,-13.2397000051927
2,30,3.27,-13.3818324981948
2,30,3.28,-13.5090908083214
2,30,3.29,-13.620773272464
2,30,3.3,-13.7163525715732
2,30,3.31,-13.7954874388787
2,30,3.32,-13.8580276547465
2,30,3.33,-13.9040119434203
2,30,3.34,-13.9336588339371
2,30,3.35,-13.9473512213387
2,30,3.36,-13.9456164723438
2,30,3.37,-13.9291056606584
2,30,3.38,-13.8985777671045
2,30,3.39,-13.8548963234403
2,30,3.4,-13.7990441724623
2,30,3.41,-13.7321529332066
2,30,3.42,-13.6555273662218
2,30,3.43,-13.5706321454817
2,30,3.44,-13.4790187381017
2,30,3.45,-13.3822070056952
2,30,3.46,-13.2815701960483
2,30,3.47,-13.1782686128254
2,30,3.48,-13.0732418675118
2,30,3.49,-12.9672385130694
2,30,3.5,-12.8608559594034
2,30,3.51,-12.7545747625274
2,30,3.52,-12.6487838155242
2,30,3.53,-12.5437993221344
2,30,3.54,-12.4398813252091
2,30,3.55,-12.3372498658929
2,30,3.56,-12.2361006856415
2,30,3.57,-12.1366187843731
2,30,3.58,-12.0389875241338
2,30,3.59,-11.9433914297978
2,30,3.6,-11.8500122485208
2,30,3.61,-11.7590197338222
2,30,3.62,-11.6705602680239
2,30,3.63,-11.5847470241529
2,30,3.64,-11.5016544680134
2,30,3.65,-11.4213179320402
2,30,3.66,-11.3437367910383
2,30,3.67,-11.2688786276552
2,30,3.68,-11.1966822388227
2,30,3.69,-11.1270588529056
2,30,3.7,-11.0598921684191
2,30,3.71,-10.9950376930022
2,30,3.72,-10.9323211568196
2,30,3.73,-10.8715416882597
2,30,3.74,-10.8125318526004
2,30,3.75,-10.7555588312552
2,30,3.76,-10.7030660410117
2,30,3.77,-10.6620340390053
2,30,3.78,-10.6330481928985
2,30,3.79,-10.6036409428156
2,30,3.8,-10.5711773423083
2,30,3.81,-10.5389599582211
2,30,3.82,-10.5089146816874
2,30,3.83,-10.4817159691602
2,30,3.84,-10.4575318563996
2,30,3.85,-10.4363501262014
2,30,3.86,-10.418097176247
2,30,3.87,-10.4026788900809
2,30,3.88,-10.3899919760158
2,30,3.89,-10.3799238342826
2,30,3.9,-10.3723483191651
2,30,3.91,-10.3671207317407
2,30,3.92,-10.3640737154908
2,30,3.93,-10.363015011056
2,30,3.94,-10.3637277329844
2,30,3.95,-10.3659737236202
2,30,3.96,-10.3695004789456
2,30,3.97,-10.3740520251213
2,30,3.98,-10.3793838638239
2,30,3.99,-10.3852816242431
2,30,4,-10.3915823150176
2,30,4.01,-10.3981960781361
2,30,4.02,-10.4051252310608
2,30,4.03,-10.4124764051886
2,30,4.04,-10.4204611496952
2,30,4.05,-10.4293809383641
2,30,4.06,-10.439594463317
2,30,4.07,-10.4514684602936
2,30,4.08,-10.4653175748041
2,30,4.09,-10.4813428418878
2,30,4.1,-10.4995807584277
2,30,4.11,-10.5198744062389
2,30,4.12,-10.5418741908531
2,30,4.13,-10.5650692785907
2,30,4.14,-10.588843633603
2,30,4.15,-10.612544984966
2,30,4.16,-10.6355528574252
2,30,4.17,-10.6573334642548
2,30,4.18,-10.6774738648193
2,30,4.19,-10.6956935184518
2,30,4.2,-10.7118363515002
2,30,4.21,-10.7258494799908
2,30,4.22,-10.7377555101101
2,30,4.23,-10.7476243502266
2,30,4.24,-10.7555485489751
2,30,4.25,-10.7616241260463
2,30,4.26,-10.7659372181383
2,30,4.27,-10.7685558346778
2,30,4.28,-10.7695255730341
2,30,4.29,-10.7688681183228
2,30,4.3,-10.7665815582279
2,30,4.31,-10.7626418225801
2,30,4.32,-10.7570048121843
2,30,4.33,-10.7496089671587
2,30,4.34,-10.7403781359304
2,30,4.35,-10.7292246570444
2,30,4.36,-10.7160525790298
2,30,4.37,-10.7007609388852
2,30,4.38,-10.6832470117283
2,30,4.39,-10.6634094409039
2,30,4.4,-10.6411511622983
2,30,4.41,-10.6163820483017
2,30,4.42,-10.5890212136196
2,30,4.43,-10.5589989443055
2,30,4.44,-10.5262582305945
2,30,4.45,-10.490755901604
2,30,4.46,-10.4524633746785
2,30,4.47,-10.4113670436339
2,30,4.48,-10.3674683383853
2,30,4.49,-10.3207834937138
2,30,4.5,-10.2713430676648
2,30,4.51,-10.2191912507625
2,30,4.52,-10.1643850063517
2,30,4.53,-10.1069930803519
2,30,4.54,-10.0470949159029
2,30,4.55,-9.9847795050728
2,30,4.56,-9.92014420623148
2,30,4.57,-9.85329355202028
2,30,4.58,-9.78433806921854
2,30,4.59,-9.71339312829748
2,30,4.6,-9.6405778371351
2,30,4.61,-9.56601399028188
2,30,4.62,-9.48982508234462
2,30,4.63,-9.41213539150918
2,30,4.64,-9.3330691369581
2,30,4.65,-9.25274971195469
2,30,4.66,-9.17129899265449
2,30,4.67,-9.08883672125721
2,30,4.68,-9.00547996091449
2,30,4.69,-8.9213426188442
2,30,4.7,-8.83653503335569
2,30,4.71,-8.75116361994213
2,30,4.72,-8.66533057122951
2,30,4.73,-8.57913360536782
2,30,4.74,-8.4926657573897
2,30,4.75,-8.40601520812704
2,30,4.76,-8.31926514544836
2,30,4.77,-8.2324936528399
2,30,4.78,-8.14577362068328
2,30,4.79,-8.05917267596228
2,30,4.8,-7.97275312654205
2,30,4.81,-7.88657191658551
2,30,4.82,-7.80068059008536
2,30,4.83,-7.71512525987395
2,30,4.84,-7.62994657981009
2,30,4.85,-7.54517971811079
2,30,4.86,-7.46085432998051
2,30,4.87,-7.3769945277719
2,30,4.88,-7.29361884687672
2,30,4.89,-7.21074020537854
2,30,4.9,-7.12836585518861
2,30,4.91,-7.04649732192184
2,30,4.92,-6.96513033014375
2,30,4.93,-6.88425470982286
2,30,4.94,-6.80385427885253
2,30,4.95,-6.72390669535876
2,30,4.96,-6.64438327218694
2,30,4.97,-6.56524874447261
2,30,4.98,-6.48646097957375
2,30,4.99,-6.40797061692798
2,30,5,-6.32972062370395
