"$Ha [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
6,4.28,-11.5159318903379
6,4.29,-12.3853478269543
6,4.3,-13.3119095629208
6,4.31,-14.2787741145674
6,4.32,-15.2517359590825
6,4.33,-16.1703350025903
6,4.34,-16.9430725312402
6,4.35,-17.4606016945585
6,4.36,-17.6380578622971
6,4.37,-17.4646190591302
6,4.38,-17.0100107885345
6,4.39,-16.3802803778147
6,4.4,-15.6705080750384
6,4.41,-14.94571514699
6,4.42,-14.2432344432041
6,4.43,-13.5815104332606
6,4.44,-12.9678334387065
6,4.45,-12.4034561126872
6,4.46,-11.8865995373834
6,4.47,-11.4141161329579
6,4.48,-10.9823741981065
6,4.49,-10.5877103749895
6,4.5,-10.2266476253945
6,4.51,-9.89598806348882
6,4.52,-9.59284037735114
6,4.53,-9.31461426371904
6,4.54,-9.05899937081808
6,4.55,-8.82393808725114
6,4.56,-8.60759705520712
6,4.57,-8.40833985082252
6,4.58,-8.22470195246784
6,4.59,-8.05536841017332
6,4.6,-7.89915426114996
6,4.61,-7.75498755452823
6,4.62,-7.62189476772063
6,4.63,-7.49898836959089
6,4.64,-7.38545628546653
6,4.65,-7.28055303154449
6,4.66,-7.18359230379374
6,4.67,-7.09394082525326
6,4.68,-7.01101327395508
6,4.69,-6.93426813097065
6,4.7,-6.86320430421369
6,4.71,-6.79735839877
6,4.72,-6.73630251883976
6,4.73,-6.67964250000597
6,4.74,-6.62701648355122
6,4.75,-6.5780937569405
6,4.76,-6.53257379633005
6,4.77,-6.490185457987
6,4.78,-6.45068627574056
6,4.79,-6.41386183097284
6,4.8,-6.3795251701514
6,4.81,-6.34751625248516
6,4.82,-6.31770141695196
6,4.83,-6.28997286371646
6,4.84,-6.26424814986697
6,4.85,-6.24046970348683
6,4.86,-6.21860436338408
6,4.87,-6.19864295436628
6,4.88,-6.18059990979053
6,4.89,-6.16451295424487
6,4.9,-6.1504428596036
6,4.91,-6.13847328729057
6,4.92,-6.12871072828961
6,4.93,-6.1212845501296
6,4.94,-6.11634715658907
6,4.95,-6.11407426104523
6,4.96,-6.11466526811231
6,4.97,-6.11834375046373
6,4.98,-6.12535799875014
6,4.99,-6.13598161299514
6,5,-6.15051409519653
8,2.5,-0.202309921721165
8,2.51,-0.209214850694738
8,2.52,-0.216406784725139
8,2.53,-0.223897792277665
8,2.54,-0.231700475103817
8,2.55,-0.239827992782998
8,2.56,-0.248294087811453
8,2.57,-0.257113111047145
8,2.58,-0.266300047267073
8,2.59,-0.275870540533457
8,2.6,-0.285840918997898
8,2.61,-0.296228218696949
8,2.62,-0.307050205809703
8,2.63,-0.318325396757699
8,2.64,-0.33007307543095
8,2.65,-0.342313306722283
8,2.66,-0.355066945447597
8,2.67,-0.368355639624043
8,2.68,-0.382201826974923
8,2.69,-0.39662872343289
8,2.7,-0.411660302325996
8,2.71,-0.427321262859349
8,2.72,-0.443636986453816
8,2.73,-0.460633479478191
8,2.74,-0.478337300918072
8,2.75,-0.496775473568944
8,2.76,-0.51597537742777
8,2.77,-0.535964624090259
8,2.78,-0.556770911143323
8,2.79,-0.578421855774025
8,2.8,-0.600944807097516
8,2.81,-0.624366637032749
8,2.82,-0.648713509921066
8,2.83,-0.674010631480696
8,2.84,-0.700281978109748
8,2.85,-0.727550007979815
8,2.86,-0.755835355788911
8,2.87,-0.785156513453368
8,2.88,-0.815529499401061
8,2.89,-0.846967519472188
8,2.9,-0.879480622730362
8,2.91,-0.913075355730534
8,2.92,-0.947754418979647
8,2.93,-0.983516329462785
8,2.94,-1.02035509319786
8,2.95,-1.05825989183477
8,2.96,-1.09721478734208
8,2.97,-1.13719844883913
8,2.98,-1.17818390564851
8,2.99,-1.22013833067498
8,3,-1.26302285827351
8,3.01,-1.3067924408579
8,3.02,-1.3513957486222
8,3.03,-1.39677511689593
8,3.04,-1.44286654581578
8,3.05,-1.48959975714886
8,3.06,-1.53689831321435
8,3.07,-1.58467980287988
8,3.08,-1.632856099509
8,3.09,-1.68133369545163
8,3.1,-1.73001411714543
8,3.11,-1.77879442407847
8,3.12,-1.82756779370855
8,3.13,-1.87622419291003
8,3.14,-1.92465113461781
8,3.15,-1.9727345160773
8,3.16,-2.02035953253912
8,3.17,-2.06741165744205
8,3.18,-2.11377767722386
8,3.19,-2.1593467660319
8,3.2,-2.20401158293916
8,3.21,-2.24766937197941
8,3.22,-2.2902230435667
8,3.23,-2.33158221480633
8,3.24,-2.37166418595419
8,3.25,-2.41039483090592
8,3.26,-2.447709381115
8,3.27,-2.48355308470803
8,3.28,-2.51788172569119
8,3.29,-2.55066199187931
8,3.3,-2.5818716843461
8,3.31,-2.61149976558523
8,3.32,-2.63954624797069
8,3.33,-2.66602192830388
8,3.34,-2.69094797804615
8,3.35,-2.71435540210206
8,3.36,-2.7362843816276
8,3.37,-2.75678351821428
8,3.38,-2.77590899792232
8,3.39,-2.79372369401667
8,3.4,-2.81029622695336
8,3.41,-2.8256999992519
8,3.42,-2.8400122214747
8,3.43,-2.8533129437322
8,3.44,-2.86568410506224
8,3.45,-2.87720861081047
8,3.46,-2.88796944587491
8,3.47,-2.89804882946938
8,3.48,-2.90752741498985
8,3.49,-2.91648353670496
8,3.5,-2.92499250338998
8,3.51,-2.93312593772464
8,3.52,-2.94095115931051
8,3.53,-2.94853060855436
8,3.54,-2.95592130842785
8,3.55,-2.96317436126166
8,3.56,-2.97033447827589
8,3.57,-2.97743954049586
8,3.58,-2.98452019106337
8,3.59,-2.99159946073508
8,3.6,-2.99869243056777
8,3.61,-3.00580593842565
8,3.62,-3.01293833900011
8,3.63,-3.02007933048768
8,3.64,-3.02720986488993
8,3.65,-3.03430216301714
8,3.66,-3.04131985959995
8,3.67,-3.04821830830204
8,3.68,-3.05494508068143
8,3.69,-3.06144069698883
8,3.7,-3.0676396297145
8,3.71,-3.0734716224228
8,3.72,-3.07886336580127
8,3.73,-3.08374056877734
8,3.74,-3.08803045328496
8,3.75,-3.09166468445238
8,3.76,-3.09458272072729
8,3.77,-3.09673552771587
8,3.78,-3.098089543187
8,3.79,-3.0986307096968
8,3.8,-3.09836831262837
8,3.81,-3.09733829158605
8,3.82,-3.09560565952274
8,3.83,-3.09326570147467
8,3.84,-3.09044376285909
8,3.85,-3.08729367926648
8,3.86,-3.08399520158098
8,3.87,-3.08075103659612
8,3.88,-3.077784235516
8,3.89,-3.07533653825144
8,3.9,-3.07366793254377
8,3.91,-3.07305723574867
8,3.92,-3.07380313475347
8,3.93,-3.07622497603052
8,3.94,-3.08066272950657
8,3.95,-3.08747588691822
8,3.96,-3.09704145789806
8,3.97,-3.10975155391964
8,3.98,-3.12601121094881
8,3.99,-3.14623707555999
8,4,-3.17085740498597
8,4.01,-3.20031358032978
8,4.02,-3.23506307892553
8,4.03,-3.27558365362964
8,4.04,-3.32237835307965
8,4.05,-3.37598099136415
8,4.06,-3.43696172547893
8,4.07,-3.50593250687311
8,4.08,-3.58355232539632
8,4.09,-3.67053235239494
8,4.1,-3.76764130911418
8,4.11,-3.87571162394828
8,4.12,-3.99564716480725
8,4.13,-4.12843348064467
8,4.14,-4.27515147646422
8,4.15,-4.43699520153874
8,4.16,-4.61529392776095
8,4.17,-4.81153801532113
8,4.18,-5.02740740762206
8,4.19,-5.26480123426355
8,4.2,-5.52586714663881
8,4.21,-5.81302970903025
8,4.22,-6.1290182469637
8,4.23,-6.47689569848116
8,4.24,-6.86009090380061
8,4.25,-7.28243718559779
8,4.26,-7.74821987962137
8,4.27,-8.26223445295298
8,4.28,-8.82985436324807
8,4.29,-9.45710224602944
8,4.3,-10.1507056124461
8,4.31,-10.9180905952595
8,4.32,-11.7672056624791
8,4.33,-12.7059298076736
8,4.34,-13.7405148246449
8,4.35,-14.8718525842347
8,4.36,-16.0870599370772
8,4.37,-17.3420252358278
8,4.38,-18.5314899170245
8,4.39,-19.4615548693003
8,4.4,-19.8909816889651
8,4.41,-19.6970019858339
8,4.42,-18.9958434777302
8,4.43,-18.0265528407363
8,4.44,-16.9833383032176
8,4.45,-15.9717112076972
8,4.46,-15.035430555013
8,4.47,-14.1866838436356
8,4.48,-13.4238151399927
8,4.49,-12.7398945176209
8,4.5,-12.126520822193
8,4.51,-11.5754041008986
8,4.52,-11.0789589971886
8,4.53,-10.630470739335
8,4.54,-10.2240848252291
8,4.55,-9.85473129740562
8,4.56,-9.51803145610823
8,4.57,-9.21020652053506
8,4.58,-8.92799513501511
8,4.59,-8.66858119993903
8,4.6,-8.42953139559709
8,4.61,-8.20874114626444
8,4.62,-8.00438777750788
8,4.63,-7.81488983724174
8,4.64,-7.63887178942228
8,4.65,-7.47513347313886
8,4.66,-7.32262383397053
8,4.67,-7.18041849171299
8,4.68,-7.04770073099629
8,4.69,-6.92374550952359
8,4.7,-6.80790608715749
8,4.71,-6.69960289542679
8,4.72,-6.59831429318594
8,4.73,-6.50356888854596
8,4.74,-6.41493914659385
8,4.75,-6.33203604338083
8,4.76,-6.2545045663012
8,4.77,-6.18201989729581
8,4.78,-6.11428414716884
8,4.79,-6.05102353630236
8,4.8,-5.99198593929478
8,4.81,-5.93693872896174
8,4.82,-5.88566686929617
8,4.83,-5.83797121800814
8,4.84,-5.793667007749
8,4.85,-5.75258248159552
8,4.86,-5.71455766327693
8,4.87,-5.67944324633942
8,4.88,-5.64709958925037
8,4.89,-5.61739580557699
8,4.9,-5.59020894000636
8,4.91,-5.56542322223769
8,4.92,-5.54292939177137
8,4.93,-5.52262408741651
8,4.94,-5.50440929599099
8,4.95,-5.48819185523551
8,4.96,-5.47388300643292
8,4.97,-5.46139799263512
8,4.98,-5.45065569876851
8,4.99,-5.44157833022188
8,5,-5.43409112682741
