"$Ha [mm]","$La [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
2,24,3.12,-8.35479807778182
2,24,3.13,-8.38698724669661
2,24,3.14,-8.40864058132719
2,24,3.15,-8.42028648608993
2,24,3.16,-8.42253887046813
2,24,3.17,-8.41606362934876
2,24,3.18,-8.40154464855598
2,24,3.19,-8.3796540591271
2,24,3.2,-8.35103522068986
2,24,3.21,-8.31631076077466
2,24,3.22,-8.27612563561768
2,24,3.23,-8.2312169007209
2,24,3.24,-8.18246919034889
2,24,3.25,-8.13089972565382
2,24,3.26,-8.07755753797414
2,24,3.27,-8.02339320150561
2,24,3.28,-7.96917652172722
2,24,3.29,-7.91548983237631
2,24,3.3,-7.86276961482712
2,24,3.31,-7.81135721910107
2,24,3.32,-7.76153691304919
2,24,3.33,-7.71355755771569
2,24,3.34,-7.66764232840429
2,24,3.35,-7.62399185613528
2,24,3.36,-7.58278457923253
2,24,3.37,-7.54417639932958
2,24,3.38,-7.50830059823847
2,24,3.39,-7.47526834837099
2,24,3.4,-7.44516985084947
2,24,3.41,-7.41807601029033
2,24,3.42,-7.39404051274394
2,24,3.43,-7.37310216656733
2,24,3.44,-7.35528737332862
2,24,3.45,-7.34061260816326
2,24,3.46,-7.32908680317914
2,24,3.47,-7.32071354282153
2,24,3.48,-7.31549299660969
2,24,3.49,-7.3134235324156
2,24,3.5,-7.31450297226931
2,24,3.51,-7.31872947198758
2,24,3.52,-7.32610202487695
2,24,3.53,-7.33662060732016
2,24,3.54,-7.35028599914986
2,24,3.55,-7.36709932341324
2,24,3.56,-7.38706135777537
2,24,3.57,-7.41017167310606
2,24,3.58,-7.43642765385619
2,24,3.59,-7.46582345014814
2,24,3.6,-7.498348903874
2,24,3.61,-7.5339884814956
2,24,3.62,-7.57272023571094
2,24,3.63,-7.61451480766412
2,24,3.64,-7.65933447174097
2,24,3.65,-7.70713221678973
2,24,3.66,-7.75785085115984
2,24,3.67,-7.81142211433595
2,24,3.68,-7.86776577501135
2,24,3.69,-7.92678869388074
2,24,3.7,-7.98838382880932
2,24,3.71,-8.05242915988725
2,24,3.72,-8.11878651177398
2,24,3.73,-8.18730025037025
2,24,3.74,-8.25779583016347
2,24,3.75,-8.33007816789219
2,24,3.76,-8.40392981834672
2,24,3.77,-8.47910893080513
2,24,3.78,-8.55534697239124
2,24,3.79,-8.63234622121779
2,24,3.8,-8.70977706227327
2,24,3.81,-8.78727516805292
2,24,3.82,-8.86443871919346
2,24,3.83,-8.94082592143748
2,24,3.84,-9.01595320373604
2,24,3.85,-9.08929463085511
2,24,3.86,-9.16028321501104
2,24,3.87,-9.22831493479757
2,24,3.88,-9.29275632323197
2,24,3.89,-9.35295641860158
2,24,3.9,-9.40826363124309
2,24,3.91,-9.45804763226387
2,24,3.92,-9.50172571848637
2,24,3.93,-9.53879230772251
2,24,3.94,-9.56884938839616
2,24,3.95,-9.59163505796894
2,24,3.96,-9.60704692424614
2,24,3.97,-9.61515726675139
2,24,3.98,-9.61621752568121
2,24,3.99,-9.61065083897257
2,24,4,-9.59903279156754
2,24,4.01,-9.58206199990742
2,24,4.02,-9.56052334649822
2,24,4.03,-9.53524739265311
2,24,4.04,-9.50706964419992
2,24,4.05,-9.47679296962102
2,24,4.06,-9.44515571851511
2,24,4.07,-9.41280715282745
2,24,4.08,-9.38029086779037
2,24,4.09,-9.34803608023218
2,24,4.1,-9.31635607162938
2,24,4.11,-9.28545270553763
2,24,4.12,-9.25542576485788
2,24,4.13,-9.22628582304056
2,24,4.14,-9.19796942092353
2,24,4.15,-9.17035542349199
2,24,4.16,-9.14328155097396
2,24,4.17,-9.11656020586353
2,24,4.18,-9.089992853989
2,24,4.19,-9.06338237162745
2,24,4.2,-9.03654294799887
2,24,4.21,-9.00930733151016
2,24,4.22,-8.98153141694559
2,24,4.23,-8.95309636921048
2,24,4.24,-8.92390864403074
2,24,4.25,-8.89389837761529
2,24,4.26,-8.86301666521718
2,24,4.27,-8.83123223384503
2,24,4.28,-8.79852794860666
2,24,4.29,-8.76489749351881
2,24,4.3,-8.73034245609427
2,24,4.31,-8.69486993812342
2,24,4.32,-8.65849072509369
2,24,4.33,-8.62121797991213
2,24,4.34,-8.58306638395505
2,24,4.35,-8.54405162712179
2,24,4.36,-8.50419014364783
2,24,4.37,-8.46349899662514
2,24,4.38,-8.42199582711289
2,24,4.39,-8.37969880167178
2,24,4.4,-8.33662651998808
2,24,4.41,-8.29279790584619
2,24,4.42,-8.24823228558726
2,24,4.43,-8.20295045912271
2,24,4.44,-8.15697968107661
2,24,4.45,-8.1103731433111
2,24,4.46,-8.0632818259672
2,24,4.47,-8.01619136843034
2,24,4.48,-7.97040572525871
2,24,4.49,-7.92789728982915
2,24,4.5,-7.89104149289691
2,24,4.51,-7.83193923301582
2,24,4.52,-7.77268791351874
2,24,4.53,-7.72166112490214
2,24,4.54,-7.67103008734382
2,24,4.55,-7.62011279541484
2,24,4.56,-7.56888105165975
2,24,4.57,-7.51737243265955
2,24,4.58,-7.46562791622436
2,24,4.59,-7.41368531854445
2,24,4.6,-7.3615796229072
2,24,4.61,-7.30934381917316
2,24,4.62,-7.25700946812552
2,24,4.63,-7.2046069916623
2,24,4.64,-7.15216575919781
2,24,4.65,-7.09971400999503
2,24,4.66,-7.04727861513396
2,24,4.67,-6.99488465049915
2,24,4.68,-6.94255472018964
2,24,4.69,-6.89030793706901
2,24,4.7,-6.83815844659484
2,24,4.71,-6.78611343435133
2,24,4.72,-6.73417093045751
2,24,4.73,-6.68231932446221
2,24,4.74,-6.63054673309453
2,24,4.75,-6.57889175918559
2,24,4.76,-6.52764751094242
2,24,4.77,-6.47799852685384
2,24,4.78,-6.43275172938794
2,24,4.79,-6.39271047915432
2,24,4.8,-6.35200118843274
2,24,4.81,-6.30777853941922
2,24,4.82,-6.26191367369987
2,24,4.83,-6.21597796342772
2,24,4.84,-6.17062592422831
2,24,4.85,-6.12609976371777
2,24,4.86,-6.08249631231383
2,24,4.87,-6.03986349091679
2,24,4.88,-5.99823261879157
2,24,4.89,-5.95762874289866
2,24,4.9,-5.91807341019663
2,24,4.91,-5.87958479035549
2,24,4.92,-5.84217686804788
2,24,4.93,-5.80585833331128
2,24,4.94,-5.7706314202286
2,24,4.95,-5.73649081874894
2,24,4.96,-5.70342275380638
2,24,4.97,-5.67140433324592
2,24,4.98,-5.64040328959198
2,24,4.99,-5.61037827019491
2,24,5,-5.58127985835233
2,27,2.5,-2.03224512867629
2,27,2.51,-2.07759649770184
2,27,2.52,-2.12370960898549
2,27,2.53,-2.17064643834428
2,27,2.54,-2.21846952584881
2,27,2.55,-2.26724180685654
2,27,2.56,-2.31702658927097
2,27,2.57,-2.36788775398709
2,27,2.58,-2.41989026999073
2,27,2.59,-2.47310112308389
2,27,2.6,-2.52759075071792
2,27,2.61,-2.583435046361
2,27,2.62,-2.6407179367952
2,27,2.63,-2.69953443986044
2,27,2.64,-2.75999398196586
2,27,2.65,-2.8222236112177
2,27,2.66,-2.88637061647849
2,27,2.67,-2.95260400098499
2,27,2.68,-3.02111430758483
2,27,2.69,-3.09211147781984
2,27,2.7,-3.16582073540315
2,27,2.71,-3.24247685303662
2,27,2.72,-3.32231748938858
2,27,2.73,-3.40557646554717
2,27,2.74,-3.49247781982499
2,27,2.75,-3.5832312357449
2,27,2.76,-3.6780290493607
2,27,2.77,-3.77704462288147
2,27,2.78,-3.88043154197693
2,27,2.79,-3.98832294261769
2,27,2.8,-4.10083033187836
2,27,2.81,-4.21804150388555
2,27,2.82,-4.34001748180978
2,27,2.83,-4.46678872812818
2,27,2.84,-4.59835105816882
2,27,2.85,-4.73466171199647
2,27,2.86,-4.87563589616663
2,27,2.87,-5.02114386417258
2,27,2.88,-5.17100835342584
2,27,2.89,-5.32500202010015
2,27,2.9,-5.48284446096124
2,27,2.91,-5.64419849296337
2,27,2.92,-5.8086655540784
2,27,2.93,-5.97578035214721
2,27,2.94,-6.14500517824191
2,27,2.95,-6.31572457680665
2,27,2.96,-6.48724129191705
2,27,2.97,-6.65877455572492
2,27,2.98,-6.82946182031365
2,27,2.99,-6.99836492730452
2,27,3,-7.16448143654411
2,27,3.01,-7.32676138959667
2,27,3.02,-7.48412919091033
2,27,3.03,-7.63550961804997
2,27,3.04,-7.77985633509198
2,27,3.05,-7.91618082046273
2,27,3.06,-8.04357946424883
2,27,3.07,-8.16125681728937
2,27,3.08,-8.26854356662498
2,27,3.09,-8.36490864212725
2,27,3.1,-8.44996571989938
2,27,3.11,-8.52347505597148
2,27,3.12,-8.58534189707757
2,27,3.13,-8.63561263077375
2,27,3.14,-8.67446944185885
2,27,3.15,-8.70222371448877
2,27,3.16,-8.71930795933135
2,27,3.17,-8.72626580302299
2,27,3.18,-8.72373961056677
2,27,3.19,-8.71245558057893
2,27,3.2,-8.69320655146885
2,27,3.21,-8.66683315537467
2,27,3.22,-8.63420424901993
2,27,3.23,-8.59619767704666
2,27,3.24,-8.55368237686499
2,27,3.25,-8.50750264902203
2,27,3.26,-8.45846514986878
2,27,3.27,-8.4073288729516
2,27,3.28,-8.35479812009803
2,27,3.29,-8.30151825306631
2,27,3.3,-8.2480738745151
2,27,3.31,-8.19498901137757
2,27,3.32,-8.14272885395494
2,27,3.33,-8.09170262559104
2,27,3.34,-8.04226720575926
2,27,3.35,-7.99473119088461
2,27,3.36,-7.94935914236366
2,27,3.37,-7.90637583330937
2,27,3.38,-7.86597036056686
2,27,3.39,-7.82830003468044
2,27,3.4,-7.79349399737745
2,27,3.41,-7.76165654433071
2,27,3.42,-7.73287015150697
2,27,3.43,-7.70719821753096
2,27,3.44,-7.68468754341231
2,27,3.45,-7.66537057580864
2,27,3.46,-7.64926744169207
2,27,3.47,-7.63638780165061
2,27,3.48,-7.62673254674627
2,27,3.49,-7.6202953604052
2,27,3.5,-7.61706416266635
2,27,3.51,-7.61702244962538
2,27,3.52,-7.62015053637549
2,27,3.53,-7.62642670740908
2,27,3.54,-7.63582827449831
2,27,3.55,-7.64833253865823
2,27,3.56,-7.66391765000238
2,27,3.57,-7.6825633571552
2,27,3.58,-7.7042516363553
2,27,3.59,-7.72896718937443
2,27,3.6,-7.75669779873771
2,27,3.61,-7.78743452826181
2,27,3.62,-7.82117175639793
2,27,3.63,-7.85790702902894
2,27,3.64,-7.89764071698522
2,27,3.65,-7.94037546140435
2,27,3.66,-7.9861153870121
2,27,3.67,-8.03486505937616
2,27,3.68,-8.08662815721278
2,27,3.69,-8.14140582507926
2,27,3.7,-8.19919466559486
2,27,3.71,-8.259984324232
2,27,3.72,-8.32375461449092
2,27,3.73,-8.3904721279864
2,27,3.74,-8.46008627406491
2,27,3.75,-8.53252469885303
2,27,3.76,-8.60768804634704
2,27,3.77,-8.6854440468749
2,27,3.78,-8.7656209537557
2,27,3.79,-8.84800039976382
2,27,3.8,-8.93230981258313
2,27,3.81,-9.01821461196549
2,27,3.82,-9.10531050541368
2,27,3.83,-9.19311629051925
2,27,3.84,-9.2810676337511
2,27,3.85,-9.36851227829641
2,27,3.86,-9.45470695072658
2,27,3.87,-9.53881573592929
2,27,3.88,-9.61990860377152
2,27,3.89,-9.69695662854558
2,27,3.9,-9.7688165009115
2,27,3.91,-9.83419068943159
2,27,3.92,-9.89154572807645
2,27,3.93,-9.93901189945558
2,27,3.94,-9.97463151553895
2,27,3.95,-9.99898480403371
2,27,3.96,-10.0235379403681
2,27,3.97,-10.0639229115543
2,27,3.98,-10.1057998165967
2,27,3.99,-10.1319034228863
2,27,4,-10.1424596395639
2,27,4.01,-10.1415246115791
2,27,4.02,-10.1319946776313
2,27,4.03,-10.1157400896172
2,27,4.04,-10.0940975549582
2,27,4.05,-10.0681265331779
2,27,4.06,-10.0387170290303
2,27,4.07,-10.0066313805863
2,27,4.08,-9.97252000491739
2,27,4.09,-9.93692843262562
2,27,4.1,-9.9003027426876
2,27,4.11,-9.8629959797875
2,27,4.12,-9.82527613953668
2,27,4.13,-9.78733547052746
2,27,4.14,-9.74930055422331
2,27,4.15,-9.71124259495167
2,27,4.16,-9.67318743773014
2,27,4.17,-9.6351249562171
2,27,4.18,-9.59701757835856
2,27,4.19,-9.55880782535016
2,27,4.2,-9.52042482393557
2,27,4.21,-9.4817898126977
2,27,4.22,-9.44282070285026
2,27,4.23,-9.40343577725374
2,27,4.24,-9.36355662218553
2,27,4.25,-9.32311038852454
2,27,4.26,-9.28203147549648
2,27,4.27,-9.24026272326582
2,27,4.28,-9.1977561921049
2,27,4.29,-9.15447359674028
2,27,4.3,-9.11038645548513
2,27,4.31,-9.06547600534358
2,27,4.32,-9.01973292664291
2,27,4.33,-8.97315691401808
2,27,4.34,-8.92575612476652
2,27,4.35,-8.8775465306979
2,27,4.36,-8.82855119559696
2,27,4.37,-8.77879949725875
2,27,4.38,-8.72832631071145
2,27,4.39,-8.67717116766891
2,27,4.4,-8.62537740640272
2,27,4.41,-8.57299132602631
2,27,4.42,-8.52006135954545
2,27,4.43,-8.46663728082614
2,27,4.44,-8.41276946170009
2,27,4.45,-8.35850819657995
2,27,4.46,-8.30390311299293
2,27,4.47,-8.24900268720299
2,27,4.48,-8.19385388454004
2,27,4.49,-8.13850194442463
2,27,4.5,-8.08299033114142
2,27,4.51,-8.02736087498745
2,27,4.52,-7.97165413835489
2,27,4.53,-7.91591006568651
2,27,4.54,-7.86016903257597
2,27,4.55,-7.80447353790496
2,27,4.56,-7.7488710846358
2,27,4.57,-7.69341954808565
2,27,4.58,-7.63819840188857
2,27,4.59,-7.5833357005039
2,27,4.6,-7.52908562152703
2,27,4.61,-7.476117397644
2,27,4.62,-7.427197337008
2,27,4.63,-7.36138992751075
2,27,4.64,-7.28682305188145
2,27,4.65,-7.2414918078385
2,27,4.66,-7.19027242423307
2,27,4.67,-7.13787099771822
2,27,4.68,-7.08519808945549
2,27,4.69,-7.03255486758545
2,27,4.7,-6.98007237459931
2,27,4.71,-6.92781906529855
2,27,4.72,-6.87583670782591
2,27,4.73,-6.82415520665747
2,27,4.74,-6.77279977296913
2,27,4.75,-6.72179476606626
2,27,4.76,-6.67116579030279
2,27,4.77,-6.62094069622021
2,27,4.78,-6.57114979867081
2,27,4.79,-6.52182550929765
2,27,4.8,-6.47300154699614
2,27,4.81,-6.42471188067308
2,27,4.82,-6.37698954959803
2,27,4.83,-6.32986548961149
2,27,4.84,-6.28336746832679
2,27,4.85,-6.2375192029166
2,27,4.86,-6.19233970465532
2,27,4.87,-6.14784286875703
2,27,4.88,-6.10403730826084
2,27,4.89,-6.06092641721771
2,27,4.9,-6.01850864050096
2,27,4.91,-5.97677792384608
2,27,4.92,-5.93572431673732
2,27,4.93,-5.89533470119842
2,27,4.94,-5.85559362046594
2,27,4.95,-5.81648418237296
2,27,4.96,-5.77798901284544
2,27,4.97,-5.74009123528914
2,27,4.98,-5.70277545207364
2,27,4.99,-5.66602870515229
2,27,5,-5.62984139445297
2,30,2.5,-1.50148093784199
2,30,2.51,-1.57701672443004
2,30,2.52,-1.65201710553854
2,30,2.53,-1.72622418692334
2,30,2.54,-1.79946716569013
2,30,2.55,-1.87167003752607
2,30,2.56,-1.94284700351154
2,30,2.57,-2.01308974697323
2,30,2.58,-2.08255105559596
2,30,2.59,-2.15142839774218
2,30,2.6,-2.21994971174671
2,30,2.61,-2.28836237518637
2,30,2.62,-2.35692536706658
2,30,2.63,-2.42590407700294
2,30,2.64,-2.49556698500545
2,30,2.65,-2.56618342692229
2,30,2.66,-2.63802177658307
2,30,2.67,-2.7113475458143
2,30,2.68,-2.78642108450387
2,30,2.69,-2.863494731833
2,30,2.7,-2.94280941655756
2,30,2.71,-3.02459082563301
2,30,2.72,-3.10904535640143
2,30,2.73,-3.19635613851821
2,30,2.74,-3.28667945760451
2,30,2.75,-3.38014193168622
2,30,2.76,-3.476838780726
2,30,2.77,-3.57683348490357
2,30,2.78,-3.68015904497372
2,30,2.79,-3.78682093652032
2,30,2.8,-3.89680169237876
2,30,2.81,-4.01006686394776
2,30,2.82,-4.12657192062599
2,30,2.83,-4.24626947253683
2,30,2.84,-4.36911607436892
2,30,2.85,-4.49507781524461
2,30,2.86,-4.62413394025104
2,30,2.87,-4.75627788831889
2,30,2.88,-4.89151535553771
2,30,2.89,-5.02985927339981
2,30,2.9,-5.17132188794039
2,30,2.91,-5.31590439657441
2,30,2.92,-5.46358481021144
2,30,2.93,-5.61430483854146
2,30,2.94,-5.76795664227088
2,30,2.95,-5.92437026812594
2,30,2.96,-6.08330250058428
2,30,2.97,-6.24442775151376
2,30,2.98,-6.40733148551082
2,30,2.99,-6.57150655873606
2,30,3,-6.73635273884385
2,30,3.01,-6.90117957282309
2,30,3.02,-7.06521267325491
2,30,3.03,-7.22760339489361
2,30,3.04,-7.38744176668658
2,30,3.05,-7.54377242638146
2,30,3.06,-7.69561317685788
2,30,3.07,-7.84197565075606
2,30,3.08,-7.98188744203914
2,30,3.09,-8.11441495133424
2,30,3.1,-8.23868610831046
2,30,3.11,-8.35391208975683
2,30,3.12,-8.45940715437348
2,30,3.13,-8.55460576868194
2,30,3.14,-8.6390763026825
2,30,3.15,-8.71253072447295
2,30,3.16,-8.77482991166717
2,30,3.17,-8.82598441248896
2,30,3.18,-8.86615071664593
2,30,3.19,-8.89562331958208
2,30,3.2,-8.91482306704124
2,30,3.21,-8.92428243467285
2,30,3.22,-8.92462851712673
2,30,3.23,-8.91656456466346
2,30,3.24,-8.90085091037754
2,30,3.25,-8.8782860813393
2,30,3.26,-8.84968879132813
2,30,3.27,-8.81588138425289
2,30,3.28,-8.7776751505787
2,30,3.29,-8.73585778858772
2,30,3.3,-8.69118314055089
2,30,3.31,-8.6443632101314
2,30,3.32,-8.5960623671683
2,30,3.33,-8.54689357147148
2,30,3.34,-8.49741639757086
2,30,3.35,-8.44813661461063
2,30,3.36,-8.3995070657068
2,30,3.37,-8.3519295946536
2,30,3.38,-8.30575778067092
2,30,3.39,-8.26130026036392
2,30,3.4,-8.21882443750716
2,30,3.41,-8.17856040384239
2,30,3.42,-8.14070491677742
2,30,3.43,-8.10542530231572
2,30,3.44,-8.07286317377132
2,30,3.45,-8.04313787905943
2,30,3.46,-8.01634961179256
2,30,3.47,-7.99258214404594
2,30,3.48,-7.97190516116541
2,30,3.49,-7.95437620071817
2,30,3.5,-7.94004221769979
2,30,3.51,-7.92894081531965
2,30,3.52,-7.92110119402829
2,30,3.53,-7.91654488006233
2,30,3.54,-7.91528629817071
2,30,3.55,-7.91733325132498
2,30,3.56,-7.92268736357352
2,30,3.57,-7.93134453169137
2,30,3.58,-7.94329541814065
2,30,3.59,-7.95852600349435
2,30,3.6,-7.9770182022807
2,30,3.61,-7.99875053339801
2,30,3.62,-8.02369882576854
2,30,3.63,-8.05183693232652
2,30,3.64,-8.08313742098852
2,30,3.65,-8.11757220982387
2,30,3.66,-8.15511311486353
2,30,3.67,-8.19573228233636
2,30,3.68,-8.23940248202573
2,30,3.69,-8.28609724437029
2,30,3.7,-8.33579083049331
2,30,3.71,-8.38845803131739
2,30,3.72,-8.44407379925961
2,30,3.73,-8.50261272371812
2,30,3.74,-8.56404836942787
2,30,3.75,-8.6283525036585
2,30,3.76,-8.69549424082668
2,30,3.77,-8.7654391233662
2,30,3.78,-8.83814811834934
2,30,3.79,-8.91357640610461
2,30,3.8,-8.99167160707257
2,30,3.81,-9.0723706320297
2,30,3.82,-9.15559350233881
2,30,3.83,-9.24123113927385
2,30,3.84,-9.32912236562457
2,30,3.85,-9.41901408191442
2,30,3.86,-9.51050035669078
2,30,3.87,-9.6029457075669
2,30,3.88,-9.69541887679118
2,30,3.89,-9.78668844105348
2,30,3.9,-9.87533156388607
2,30,3.91,-9.9599500725325
2,30,3.92,-10.0393978059173
2,30,3.93,-10.1128938243114
2,30,3.94,-10.1799782092448
2,30,3.95,-10.2403781675277
2,30,3.96,-10.2938841989609
2,30,3.97,-10.3402897483408
2,30,3.98,-10.3793921110239
2,30,3.99,-10.4110275170759
2,30,4,-10.4351144742832
2,30,4.01,-10.4516894403789
2,30,4.02,-10.4609277980292
2,30,4.03,-10.4631486548653
2,30,4.04,-10.458804976861
2,30,4.05,-10.448462081469
2,30,4.06,-10.432768215883
2,30,4.07,-10.4124211027237
2,30,4.08,-10.388134067122
2,30,4.09,-10.3606047588879
2,30,4.1,-10.3304886689387
2,30,4.11,-10.2983787463186
2,30,4.12,-10.2647915787949
2,30,4.13,-10.2301599019265
2,30,4.14,-10.1948307005332
2,30,4.15,-10.1590678718971
2,30,4.16,-10.1230583086333
2,30,4.17,-10.0869202891418
2,30,4.18,-10.0507131871801
2,30,4.19,-10.0144476851771
2,30,4.2,-9.97809586301948
2,30,4.21,-9.94160071032059
2,30,4.22,-9.90488476077493
2,30,4.23,-9.86785766545488
2,30,4.24,-9.83042260753611
2,30,4.25,-9.79248151858293
2,30,4.26,-9.75393909541278
2,30,4.27,-9.71470565114952
2,30,4.28,-9.67469888503828
2,30,4.29,-9.63384474832094
2,30,4.3,-9.59207773722869
2,30,4.31,-9.54934114083817
2,30,4.32,-9.50558790107852
2,30,4.33,-9.460782570565
2,30,4.34,-9.41490415062712
2,30,4.35,-9.36794852175883
2,30,4.36,-9.31992861414122
2,30,4.37,-9.27087137757401
2,30,4.38,-9.22081264178317
2,30,4.39,-9.16979227700251
2,30,4.4,-9.11785145626697
2,30,4.41,-9.06503214199256
2,30,4.42,-9.0113777735881
2,30,4.43,-8.95693406787528
2,30,4.44,-8.90174935959709
2,30,4.45,-8.84587440529218
2,30,4.46,-8.78936182101399
2,30,4.47,-8.73226536595928
2,30,4.48,-8.67463922969711
2,30,4.49,-8.61653740782384
2,30,4.5,-8.55801319362681
2,30,4.51,-8.49911877920945
2,30,4.52,-8.43990494479198
2,30,4.53,-8.38042081303622
2,30,4.54,-8.32071365031653
2,30,4.55,-8.26082870447957
2,30,4.56,-8.20080907594303
2,30,4.57,-8.1406956243879
2,30,4.58,-8.08052691616932
2,30,4.59,-8.02033921795326
2,30,4.6,-7.96016654046182
2,30,4.61,-7.90004073327363
2,30,4.62,-7.8399916281228
2,30,4.63,-7.78004722473238
2,30,4.64,-7.72023391040977
2,30,4.65,-7.66057670272964
2,30,4.66,-7.60109950375242
2,30,4.67,-7.54182535432691
2,30,4.68,-7.48277667794011
2,30,4.69,-7.42397550507235
2,30,4.7,-7.36544367083485
2,30,4.71,-7.30720298056709
2,30,4.72,-7.24927533985343
2,30,4.73,-7.19168284694238
2,30,4.74,-7.13444784674308
2,30,4.75,-7.07759294642537
2,30,4.76,-7.02114099321211
2,30,4.77,-6.96511501532281
2,30,4.78,-6.90953812733469
2,30,4.79,-6.85443340161559
2,30,4.8,-6.79982370809182
2,30,4.81,-6.74573152556175
2,30,4.82,-6.69217872913091
2,30,4.83,-6.63918636014433
2,30,4.84,-6.58677438717566
2,30,4.85,-6.53496146905947
2,30,4.86,-6.48376473339903
2,30,4.87,-6.43319958613626
2,30,4.88,-6.38327956925878
2,30,4.89,-6.33401628413949
2,30,4.9,-6.28541939696857
2,30,4.91,-6.23749673994672
2,30,4.92,-6.19025451721228
2,30,4.93,-6.14369761794413
2,30,4.94,-6.09783003105529
2,30,4.95,-6.05265534698614
2,30,4.96,-6.00817732318267
2,30,4.97,-5.96440048192062
2,30,4.98,-5.92133070325046
2,30,4.99,-5.87897577288192
2,30,5,-5.83734584539463
