"$Ha [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
6,4.24,-12.8508707605433
6,4.25,-12.9718532474476
6,4.26,-13.0495737577527
6,4.27,-13.0824811173232
6,4.28,-13.0716053628591
6,4.29,-13.020445609427
6,4.3,-12.934496854578
6,4.31,-12.8205505299306
6,4.32,-12.6859402341717
6,4.33,-12.5378781011127
6,4.34,-12.3829656409707
6,4.35,-12.2268992472128
6,4.36,-12.0743461756434
6,4.37,-11.9289464700793
6,4.38,-11.7933943644735
6,4.39,-11.6695606355143
6,4.4,-11.5586284094903
6,4.41,-11.4612251514805
6,4.42,-11.3775414505272
6,4.43,-11.3074326035281
6,4.44,-11.2505023285973
6,4.45,-11.2061697798762
6,4.46,-11.1737218997451
6,4.47,-11.1523534153064
6,4.48,-11.141196727146
6,4.49,-11.1393437178969
6,4.5,-11.1458612267161
6,4.51,-11.1598016492911
6,4.52,-11.1802098588162
6,4.53,-11.2061274116641
6,4.54,-11.2365948022636
6,4.55,-11.2706523593861
6,4.56,-11.3073402218911
6,4.57,-11.3456976853921
6,4.58,-11.3847620600705
6,4.59,-11.4235670097342
6,4.6,-11.4611401354361
6,4.61,-11.4964992996382
6,4.62,-11.5286468242211
6,4.63,-11.5565601836545
6,4.64,-11.5791770660403
6,4.65,-11.5953715444355
6,4.66,-11.6039163449766
6,4.67,-11.6034234078697
6,4.68,-11.5922504424151
6,4.69,-11.5683539542922
6,4.7,-11.5290580090404
6,4.71,-11.4706925150166
6,4.72,-11.388041760783
6,4.73,-11.2735717362665
6,4.74,-11.1166379538632
6,4.75,-10.9039280791659
6,4.76,-10.6261163834793
6,4.77,-10.3043622402989
6,4.78,-10.0452632092615
6,4.79,-10.0277234058753
6,4.8,-10.2750542018104
6,4.81,-10.5898765219167
6,4.82,-10.8245297511848
6,4.83,-10.9578684301067
6,4.84,-11.0149378791638
6,4.85,-11.0216226611235
6,4.86,-10.9957785810476
6,4.87,-10.9486203891981
6,4.88,-10.8871151711899
6,4.89,-10.8156754167333
6,4.9,-10.7371840988487
6,4.91,-10.6535926565667
6,4.92,-10.5662702667139
6,4.93,-10.4762111778198
6,4.94,-10.3841605591765
6,4.95,-10.2906927981338
6,4.96,-10.1962614733613
6,4.97,-10.1012320846242
6,4.98,-10.0059040517185
6,4.99,-9.91052588943467
6,5,-9.81530594994552
8,2.5,-0.115941943108596
8,2.51,-0.132779086174603
8,2.52,-0.150451058783967
8,2.53,-0.168983137761796
8,2.54,-0.188403465092957
8,2.55,-0.208743095144018
8,2.56,-0.23003605202914
8,2.57,-0.252319442856978
8,2.58,-0.275633650318749
8,2.59,-0.300022605275493
8,2.6,-0.325534119891948
8,2.61,-0.352220246805865
8,2.62,-0.380137621249446
8,2.63,-0.409347741383063
8,2.64,-0.439917146776986
8,2.65,-0.47191746453381
8,2.66,-0.505425304966462
8,2.67,-0.540522001860078
8,2.68,-0.577293204212821
8,2.69,-0.615828335570023
8,2.7,-0.656219942905965
8,2.71,-0.698562959382329
8,2.72,-0.742953904639021
8,2.73,-0.78949004327461
8,2.74,-0.838268517686954
8,2.75,-0.889385466269233
8,2.76,-0.942935132764564
8,2.77,-0.999008967877719
8,2.78,-1.05769472036715
8,2.79,-1.1190755119948
8,2.8,-1.18322888899116
8,2.81,-1.25022584211827
8,2.82,-1.32012978795138
8,2.83,-1.3929955055809
8,2.84,-1.46886802545848
8,2.85,-1.54778147044109
8,2.86,-1.62975785305867
8,2.87,-1.71480583744052
8,2.88,-1.80291947894361
8,2.89,-1.89407695906101
8,2.9,-1.98823933735997
8,2.91,-2.08534934571496
8,2.92,-2.18533025269719
8,2.93,-2.28808482745471
8,2.94,-2.39349443265438
8,2.95,-2.50141827507716
8,2.96,-2.61169284042124
8,2.97,-2.72413153608252
8,2.98,-2.83852456257947
8,2.99,-2.95463903136362
8,3,-3.07221934449
8,3.01,-3.1909878503769
8,3.02,-3.31064578981078
8,3.03,-3.43087454730349
8,3.04,-3.55133722440796
8,3.05,-3.67168055286133
8,3.06,-3.79153716544733
8,3.07,-3.910528240181
8,3.08,-4.02826652784954
8,3.09,-4.14435976342165
8,3.1,-4.25841444813234
8,3.11,-4.37003997147252
8,3.12,-4.478853021734
8,3.13,-4.58448221155729
8,3.14,-4.68657282286316
8,3.15,-4.7847915555875
8,3.16,-4.87883114876596
8,3.17,-4.96841473251399
8,3.18,-5.05329976672271
8,3.19,-5.13328142770037
8,3.2,-5.2081953177445
8,3.21,-5.27791939424657
8,3.22,-5.34237504324861
8,3.23,-5.40152725564965
8,3.24,-5.4553839003299
8,3.25,-5.5039941249267
8,3.26,-5.54744594946793
8,3.27,-5.58586314837477
8,3.28,-5.6194015407366
8,3.29,-5.64824482604117
8,3.3,-5.67260011214202
8,3.31,-5.69269328421919
8,3.32,-5.70876435844618
8,3.33,-5.72106295306428
8,3.34,-5.72984399391667
8,3.35,-5.73536375267422
8,3.36,-5.73787629543871
8,3.37,-5.73763039844953
8,3.38,-5.73486696733698
8,3.39,-5.72981697758285
8,3.4,-5.72269993711235
8,3.41,-5.71372285753307
8,3.42,-5.70307970852214
8,3.43,-5.69095132013267
8,3.44,-5.67750569013077
8,3.45,-5.66289864760849
8,3.46,-5.64727481976989
8,3.47,-5.63076884570997
8,3.48,-5.61350677901743
8,3.49,-5.59560762002685
8,3.5,-5.57718491849755
8,3.51,-5.55834838845089
8,3.52,-5.53920547895146
8,3.53,-5.51986284788922
8,3.54,-5.50042769042025
8,3.55,-5.48100887971899
8,3.56,-5.46171788507629
8,3.57,-5.44266944103798
8,3.58,-5.42398195099589
8,3.59,-5.4057776190859
8,3.6,-5.38818231498212
8,3.61,-5.37132518670532
8,3.62,-5.35533804635582
8,3.63,-5.34035456222954
8,3.64,-5.32650929763354
8,3.65,-5.31393664155111
8,3.66,-5.30276967891741
8,3.67,-5.29313904861489
8,3.68,-5.2851718354935
8,3.69,-5.27899053901617
8,3.7,-5.27471215587931
8,3.71,-5.2724474075887
8,3.72,-5.27230013693554
8,3.73,-5.27436689005626
8,3.74,-5.27873669366991
8,3.75,-5.28549103049581
8,3.76,-5.29470401000514
8,3.77,-5.30644272671285
8,3.78,-5.3207677942449
8,3.79,-5.33773404042647
8,3.8,-5.35739134657783
8,3.81,-5.3797856129903
8,3.82,-5.40495983208464
8,3.83,-5.43295525094154
8,3.84,-5.46381260571345
8,3.85,-5.49757341198283
8,3.86,-5.53428129782487
8,3.87,-5.57398337121433
8,3.88,-5.61673162306714
8,3.89,-5.66258438802534
8,3.9,-5.71160793367123
8,3.91,-5.76387837131456
8,3.92,-5.81948441801103
8,3.93,-5.8785325669594
8,3.94,-5.9411598175031
8,3.95,-6.00757422815128
8,3.96,-6.07822649600925
8,3.97,-6.15491823199526
8,3.98,-6.2586074703224
8,3.99,-6.46870764880441
8,4,-6.4151442206877
8,4.01,-6.49666471126737
8,4.02,-6.59013989930059
8,4.03,-6.69026266161939
8,4.04,-6.79625996797346
8,4.05,-6.90807071109439
8,4.06,-7.02582159525849
8,4.07,-7.14970312482545
8,4.08,-7.27992792327767
8,4.09,-7.41671138658501
8,4.1,-7.56025915713023
8,4.11,-7.71075638561618
8,4.12,-7.86835677935263
8,4.13,-8.03317044920261
8,4.14,-8.2052499543715
8,4.15,-8.38457413031928
8,4.16,-8.57102942814493
8,4.17,-8.76438866848283
8,4.18,-8.96428736571817
8,4.19,-9.17019814314006
8,4.2,-9.38140425903236
8,4.21,-9.59697390230485
8,4.22,-9.81573766955288
8,4.23,-10.0362724356897
8,4.24,-10.2568955534929
8,4.25,-10.4756737770458
8,4.26,-10.6904512606271
8,4.27,-10.8989001807772
8,4.28,-11.0985957582305
8,4.29,-11.2871146609673
8,4.3,-11.4621521508689
8,4.31,-11.6216494260919
8,4.32,-11.7639192461996
8,4.33,-11.8877560777029
8,4.34,-11.9925174603006
8,4.35,-12.07816634688
8,4.36,-12.1452693582663
8,4.37,-12.1949520882565
8,4.38,-12.2288183467515
8,4.39,-12.2488442709128
8,4.4,-12.2572598935665
8,4.41,-12.256430101583
8,4.42,-12.248744597821
8,4.43,-12.2365234050963
8,4.44,-12.2219414373278
8,4.45,-12.2069732104493
8,4.46,-12.193356972941
8,4.47,-12.182576151952
8,4.48,-12.1758545956943
8,4.49,-12.1741602960176
8,4.5,-12.1782102282845
8,4.51,-12.1884676225882
8,4.52,-12.2051241429015
8,4.53,-12.2280647172245
8,4.54,-12.2568218930402
8,4.55,-12.2905362984858
8,4.56,-12.3279449482118
8,4.57,-12.3674166078421
8,4.58,-12.4070455293845
8,4.59,-12.4448086152109
8,4.6,-12.4787920759775
8,4.61,-12.5074944637343
8,4.62,-12.5301742039593
8,4.63,-12.5470585494505
8,4.64,-12.5590093370433
8,4.65,-12.5664538889858
8,4.66,-12.5684888655615
8,4.67,-12.5634727097884
8,4.68,-12.550495803686
8,4.69,-12.5298660527991
8,4.7,-12.5023329544148
8,4.71,-12.4682694251134
8,4.72,-12.4276214625965
8,4.73,-12.3803505835976
8,4.74,-12.3267713383295
8,4.75,-12.2675836194406
8,4.76,-12.203733578533
8,4.77,-12.1362569717079
8,4.78,-12.0661617431909
8,4.79,-11.9943360667473
8,4.8,-11.9214353535005
8,4.81,-11.8476870632617
8,4.82,-11.7725706712732
8,4.83,-11.6944689497473
8,4.84,-11.6107399278533
8,4.85,-11.5188850791964
8,4.86,-11.4185155651531
8,4.87,-11.3120666614742
8,4.88,-11.2031469293177
8,4.89,-11.0944556427024
8,4.9,-10.9871340883325
8,4.91,-10.8812231378878
8,4.92,-10.7762764764544
8,4.93,-10.6717394683317
8,4.94,-10.5671120620874
8,4.95,-10.4619962277647
8,4.96,-10.3560965307043
8,4.97,-10.2492064645136
8,4.98,-10.1411931274088
8,4.99,-10.0319840570671
8,5,-9.92155676723887
