"$Ha [mm]","Length [mm]","Freq [GHz]","dB(ActiveS(4:1)) []"
2,20,4.46,-10.4524633746785
2,20,4.47,-10.4113670436339
2,20,4.48,-10.3674683383853
2,20,4.49,-10.3207834937138
2,20,4.5,-10.2713430676648
2,20,4.51,-10.2191912507625
2,20,4.52,-10.1643850063517
2,20,4.53,-10.1069930803519
2,20,4.54,-10.0470949159029
2,20,4.55,-9.9847795050728
2,20,4.56,-9.92014420623148
2,20,4.57,-9.85329355202028
2,20,4.58,-9.78433806921854
2,20,4.59,-9.71339312829748
2,20,4.6,-9.6405778371351
2,20,4.61,-9.56601399028188
2,20,4.62,-9.48982508234462
2,20,4.63,-9.41213539150918
2,20,4.64,-9.3330691369581
2,20,4.65,-9.25274971195469
2,20,4.66,-9.17129899265449
2,20,4.67,-9.08883672125721
2,20,4.68,-9.00547996091449
2,20,4.69,-8.9213426188442
2,20,4.7,-8.83653503335569
2,20,4.71,-8.75116361994213
2,20,4.72,-8.66533057122951
2,20,4.73,-8.57913360536782
2,20,4.74,-8.4926657573897
2,20,4.75,-8.40601520812704
2,20,4.76,-8.31926514544836
2,20,4.77,-8.2324936528399
2,20,4.78,-8.14577362068328
2,20,4.79,-8.05917267596228
2,20,4.8,-7.97275312654205
2,20,4.81,-7.88657191658551
2,20,4.82,-7.80068059008536
2,20,4.83,-7.71512525987395
2,20,4.84,-7.62994657981009
2,20,4.85,-7.54517971811079
2,20,4.86,-7.46085432998051
2,20,4.87,-7.3769945277719
2,20,4.88,-7.29361884687672
2,20,4.89,-7.21074020537854
2,20,4.9,-7.12836585518861
2,20,4.91,-7.04649732192184
2,20,4.92,-6.96513033014375
2,20,4.93,-6.88425470982286
2,20,4.94,-6.80385427885253
2,20,4.95,-6.72390669535876
2,20,4.96,-6.64438327218694
2,20,4.97,-6.56524874447261
2,20,4.98,-6.48646097957375
2,20,4.99,-6.40797061692798
2,20,5,-6.32972062370395
